SiO2  ,Al2O3 ,Fe2O3 ,MnO ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 ,Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,Sn,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Au 
62.14,18.42,5.3,0.03,1.41,0.35,1.13,4.11,0.85,0.13,435,22,16,106,56,5,22,9,180,113,45,309,43,85,16,48,2.24,1.82,3.22,157.23,305.63,30.90,116.40,3.76,20.38,17.61,2.56,12.12,2.27,5.86,0.85,5.33,0.75,8.26,1.5
64.03,17.17,4.15,0.04,1.59,1.26,1.29,3.82,0.89,0.14,402,18,15,102,70,1,20,8,138,98,47,312,29,88,17,50,2.31,1.65,3.01,223.89,421.53,42.78,161.25,5.03,27.31,22.77,3.16,13.67,2.55,6.57,0.86,5.49,0.72,8.72,1.5
64.27,16.51,4.37,0.04,1.58,1.38,1.35,3.73,0.7,0.12,428,19,16,101,57,1,22,11,144,89,35,285,24,86,24,61,2.70,1.46,2.76,190.55,353.94,36.31,134.64,4.39,22.67,18.74,2.39,9.47,1.64,4.22,0.56,3.59,0.50,8.85,1.5
60.7,19.25,3.93,0.04,1.33,1.44,1.65,4.66,0.64,0.13,592,21,17,120,53,1,20,9,141,76,31,260,19,103,25,50,3.72,1.58,3.62,234.58,445.86,45.46,171.21,5.74,29.13,23.57,2.99,11.27,1.84,4.53,0.54,3.37,0.45,10.11,1.5
64.43,17.65,4.05,0.05,1.5,0.55,1.38,4.16,0.73,0.1,494,18,16,103,51,6,20,7,135,77,33,346,25,92,26,46,2.52,1.42,2.61,188.78,355.41,36.81,139.44,4.55,23.02,19.00,2.38,8.50,1.45,3.69,0.47,3.09,0.43,10.89,1.5
65.5,16.94,3.92,0.03,1.65,0.55,1.37,3.91,0.74,0.09,393,18,16,108,55,17,23,11,139,80,23,332,26,85,23,48,2.30,1.15,2.33,149.85,288.70,29.70,110.31,3.71,19.02,14.45,1.74,5.22,0.73,1.86,0.19,1.37,0.20,8.05,1.5
67.5,15.47,4.45,0.04,1.69,0.64,1.05,3.26,0.71,0.08,369,16,13,106,49,6,26,11,137,80,26,294,23,100,26,55,2.21,1.20,2.19,132.92,254.56,26.46,97.55,3.18,16.84,12.80,1.56,5.47,0.90,2.37,0.30,1.91,0.27,7.15,1.5
70.39,14.25,3.39,0.03,1.45,0.74,1.15,3.24,0.46,0.11,356,17,11,94,46,12,19,10,124,66,21,196,21,76,22,42,1.92,1.20,2.24,146.52,282.00,29.32,106.22,3.44,18.09,13.41,1.56,4.46,0.64,1.66,0.17,1.12,0.17,4.81,1.5
63.64,12.4,5.23,0.07,1.91,3.84,1.07,2.38,1.01,0.19,374,19,9,136,21,22,30,13,108,107,22,267,13,87,39,65,1.78,1.22,2.60,71.02,146.70,15.75,59.89,2.23,10.47,8.74,1.20,4.72,0.86,2.40,0.32,2.09,0.29,7.72,1.5
55.7,13.86,5.77,0.09,1.99,4.42,4.34,2.22,1.58,0.07,443,15,11,158,15,12,30,12,89,116,28,471,16,99,36,50,2.13,1.21,2.00,90.85,168.10,18.36,70.57,2.43,12.06,10.34,1.53,6.65,1.31,3.76,0.53,3.53,0.50,13.14,1.5
65.86,14,5.07,0.07,1.4,1.34,1.57,3.03,1.15,0.07,489,20,8,125,11,11,22,13,117,97,23,323,16,83,29,47,3.00,1.18,2.54,40.78,89.10,9.11,34.53,1.58,6.09,5.51,0.93,4.83,1.03,2.86,0.43,2.75,0.39,9.29,1.5
64.67,15.33,3.94,0.05,1.54,0.85,3.74,3.34,0.83,0.07,347,17,8,92,37,19,17,10,137,101,22,299,13,69,27,32,3.24,1.28,2.36,135.11,248.01,26.25,96.58,2.53,16.28,12.69,1.71,6.40,1.15,3.27,0.41,2.72,0.39,9.22,1.5
59.12,17.73,5.29,0.06,2.39,0.64,1.09,5.47,0.67,0.08,340,25,10,67,23,22,23,11,266,74,23,249,19,65,20,47,5.04,1.36,4.13,67.90,142.62,15.19,55.91,1.82,9.39,7.43,1.12,4.93,0.98,2.70,0.38,2.45,0.34,7.85,1.5
64.67,16.32,4.41,0.04,1.29,0.63,1.28,4.19,0.8,0.1,401,23,8,85,55,25,19,5,182,141,66,699,18,78,20,39,3.26,1.83,3.64,186.82,345.10,36.96,139.87,4.44,25.30,21.24,3.38,15.84,3.31,9.17,1.34,8.56,1.20,19.67,1.5
64.79,16.5,4.23,0.05,1.48,0.81,1.3,3.92,1.03,0.11,392,23,11,102,53,22,24,9,152,94,40,339,18,86,17,49,2.89,1.71,3.99,183.38,341.26,35.83,134.01,3.99,23.31,18.46,2.65,10.21,1.81,4.92,0.64,4.09,0.59,10.71,1.5
68.04,14.26,4.39,0.05,1.66,0.72,1.03,3.32,1.32,0.17,306,20,8,99,64,20,20,12,134,85,46,301,21,78,24,53,2.39,2.51,3.03,202.35,377.22,40.42,153.88,4.41,27.11,21.39,2.99,11.44,2.08,5.68,0.74,4.69,0.65,8.42,1.5
65.13,15.99,4.77,0.04,1.72,0.67,1.2,3.61,0.7,0.09,398,21,9,97,42,26,22,12,136,103,35,325,12,84,19,44,3.21,1.81,3.33,171.48,304.55,30.94,113.64,3.34,18.93,15.72,2.28,9.60,1.76,4.66,0.61,3.88,0.55,9.79,1.5
61.13,16.83,4.23,0.04,1.78,0.61,1.31,4.13,0.88,0.09,381,23,10,107,70,26,25,12,143,87,31,375,11,101,30,54,3.32,1.71,3.37,331.79,627.09,60.11,241.26,6.92,42.65,32.65,4.16,12.92,1.82,4.20,0.43,2.87,0.39,10.88,1.5
63.73,16.94,4.49,0.05,1.86,0.77,1.46,4.04,0.81,0.11,427,19,8,112,51,26,30,13,152,97,25,398,14,97,29,63,3.14,1.57,3.45,222.55,407.34,43.08,161.01,4.87,27.46,20.97,2.67,8.20,1.19,3.31,0.34,2.37,0.34,11.59,1.5
60.44,16.89,3.98,0.04,1.52,3.17,1.67,3.93,0.58,0.07,510,21,11,89,40,41,24,12,155,98,14,276,12,83,36,61,3.01,1.39,3.36,122.95,223.82,23.89,88.89,3.04,15.24,11.51,1.42,4.02,0.56,1.65,0.17,1.23,0.18,7.82,1.5
62.75,16.16,4,0.04,1.75,2.85,1.17,3.55,0.52,0.1,390,15,10,88,36,35,29,14,143,83,14,235,11,83,41,49,2.44,1.27,2.75,152.10,276.17,29.12,109.18,3.26,18.41,13.72,1.64,4.51,0.62,1.91,0.18,1.36,0.21,6.84,1.5
69.06,14.18,4.15,0.04,1.56,0.58,0.96,3.35,0.5,0.08,365,22,8,79,42,30,25,11,147,65,18,210,11,84,35,42,2.01,1.46,2.63,135.16,252.25,26.47,98.92,3.07,16.79,12.74,1.64,5.25,0.79,2.18,0.22,1.50,0.21,5.55,1.5
59.38,14.12,8.33,0.1,3.02,2.88,1.8,2.21,1.22,0.1,297,18,12,133,7,22,69,20,106,121,23,346,16,127,44,69,2.09,1.36,7.70,42.04,92.15,9.90,38.75,1.86,7.22,6.00,1.04,5.18,1.09,2.94,0.45,2.96,0.42,9.82,1.5
66.04,13.6,4.88,0.06,1.63,1.32,1.33,2.99,0.88,0.1,352,17,9,102,20,23,26,13,127,93,20,315,13,84,30,50,2.55,1.24,2.40,38.54,86.83,8.71,33.06,1.42,5.97,4.88,0.81,4.01,0.82,2.26,0.35,2.26,0.33,7.98,1.5
67.53,13.75,4.97,0.06,1.65,0.88,1.48,3.93,0.82,0.06,378,20,9,94,22,27,20,10,162,86,26,357,14,76,21,49,2.79,1.36,4.64,82.07,163.83,17.96,66.79,1.98,11.55,9.36,1.43,6.44,1.31,3.63,0.53,3.47,0.47,10.77,1.5
65.17,11.41,6.57,0.09,1.64,2.81,1.46,1.96,1.65,0.11,374,17,10,205,12,19,33,19,74,132,24,329,13,91,48,61,1.59,1.15,2.48,50.97,104.36,11.41,43.52,1.57,7.88,6.46,1.06,5.21,1.05,2.84,0.43,2.72,0.40,8.89,1.5
57.89,19.15,5.24,0.04,1.44,0.69,1.93,4.34,1.16,0.2,323,26,10,96,190,13,28,11,182,173,181,700,8,88,19,57,3.88,2.43,4.17,716.08,1287.74,148.84,559.70,12.82,88.43,72.28,10.88,49.14,9.52,26.31,3.65,23.68,3.19,19.68,1.5
66.34,15.61,4.53,0.04,1.3,0.56,1.36,3.45,1.26,0.17,221,16,10,93,74,21,23,11,144,123,67,259,24,78,15,45,2.41,2.01,3.46,290.11,521.93,55.97,210.67,5.67,37.36,30.15,4.39,18.15,3.46,9.74,1.31,8.27,1.11,7.50,1.5
61.43,17.55,5.36,0.04,1.32,0.33,1.36,3.81,1.85,0.13,299,24,9,119,78,24,25,12,152,118,70,287,33,77,25,37,2.11,1.87,3.93,332.73,605.52,64.21,241.96,6.49,42.88,34.94,5.21,23.05,4.43,12.27,1.65,10.13,1.33,8.05,1.5
65.89,16.24,3.79,0.03,1.4,0.57,1.48,3.77,0.62,0.09,331,19,10,92,28,36,24,15,144,102,29,280,17,77,21,49,2.96,1.62,3.49,104.67,189.90,19.76,72.85,2.44,12.38,10.20,1.53,6.84,1.30,3.56,0.48,3.09,0.44,8.12,1.5
63.4,16.53,4.01,0.04,1.62,1.53,1.7,3.74,0.63,0.1,323,23,9,82,72,30,29,13,145,97,37,429,11,87,22,58,3.45,1.67,4.05,296.76,512.30,53.24,196.72,5.58,32.98,25.96,3.37,11.15,1.65,4.49,0.44,3.01,0.42,11.71,1.5
64.44,15.61,4.28,0.05,1.93,1.03,1.47,3.63,0.71,0.23,415,19,8,86,52,43,31,16,138,100,19,362,14,86,34,71,2.93,1.42,3.49,196.15,342.18,35.97,133.90,3.93,22.28,17.71,2.24,6.81,0.98,2.83,0.29,2.09,0.30,11.16,1.5
66.72,15.29,4.32,0.05,1.91,0.73,1.3,3.4,0.52,0.1,359,24,9,88,30,37,32,13,149,82,13,260,13,90,34,53,2.97,1.52,2.47,228.62,399.12,41.76,154.41,4.51,25.77,20.51,2.59,7.88,1.09,2.97,0.28,1.97,0.27,8.98,1.5
67.05,13.55,4,0.04,1.57,0.94,1.55,2.85,0.75,0.08,370,22,8,85,54,37,24,13,128,93,22,333,14,73,27,57,2.71,1.29,2.67,120.51,216.47,22.59,83.16,2.76,14.20,10.95,1.36,4.26,0.67,1.97,0.21,1.54,0.22,7.13,1.5
65.5,15.08,4.51,0.07,1.53,0.65,1,3.45,0.74,0.12,331,24,9,86,30,31,28,14,152,69,23,249,16,77,36,44,2.35,1.46,2.73,120.69,215.42,22.67,84.11,2.69,14.29,11.35,1.57,6.22,1.06,2.81,0.33,2.21,0.30,6.39,1.5
62.91,15.9,5.61,0.06,2.27,0.96,1.31,3.79,1.1,0.1,446,27,9,98,12,28,39,12,149,82,20,413,21,94,23,49,3.17,1.25,2.84,43.80,93.52,9.28,34.40,1.62,5.76,4.78,0.77,3.85,0.80,2.27,0.34,2.19,0.31,10.70,4.0
67.7,14.24,4.51,0.05,1.49,0.67,1.52,3.78,0.68,0.06,360,24,8,80,19,28,22,11,170,95,24,332,17,81,26,52,3.27,1.45,2.85,56.89,107.75,11.66,42.71,1.46,7.29,5.97,0.97,4.75,0.98,2.82,0.42,2.74,0.39,8.50,1.5
68.35,14.26,3.6,0.04,1.32,0.93,1.74,4.44,0.53,0.05,415,21,8,54,31,25,20,9,183,102,31,395,15,70,12,34,3.07,1.29,2.49,96.81,178.04,19.24,71.79,1.89,12.40,9.76,1.50,6.58,1.31,3.72,0.52,3.41,0.47,10.56,1.5
65.67,14.44,3.96,0.05,1.04,2.13,1.04,4.85,0.69,0.08,407,22,9,63,20,25,24,10,210,71,25,430,14,69,20,49,2.89,1.68,2.23,66.67,124.11,14.33,53.77,1.68,9.31,7.38,1.20,5.58,1.15,3.23,0.46,3.12,0.45,12.52,1.5
60.64,19.51,4.18,0.04,1.19,0.52,1.8,4.88,0.87,0.15,328,28,11,94,75,33,20,10,177,137,70,521,15,91,14,48,3.92,2.12,4.09,362.24,639.37,66.44,257.09,7.25,43.54,34.72,5.22,20.40,3.67,10.31,1.32,8.63,1.19,12.99,1.5
60.37,18.62,4.94,0.04,1.31,0.57,1.44,4.03,0.78,0.11,375,26,12,94,32,42,29,11,179,155,38,340,18,114,19,26,2.85,1.77,4.12,122.09,223.38,24.08,91.18,3.11,16.06,12.66,2.00,8.87,1.77,4.85,0.65,4.19,0.57,7.38,1.5
65.27,16.07,5.33,0.04,1.19,0.34,1.04,3.27,0.81,0.11,271,22,10,91,13,32,24,10,149,113,36,248,23,75,17,51,2.49,2.07,3.26,67.06,137.69,14.07,52.44,1.76,9.13,7.74,1.38,7.53,1.71,4.89,0.77,4.92,0.69,6.98,1.5
65.35,16.38,4.09,0.04,1.52,0.58,1.56,3.77,0.73,0.11,352,19,9,95,39,40,24,11,147,108,30,323,16,89,26,52,3.29,1.62,3.70,144.69,253.09,26.42,96.77,2.94,16.32,13.42,1.96,7.95,1.47,4.13,0.54,3.49,0.48,9.28,1.5
64.8,14.39,4.15,0.04,1.4,3.42,1.26,3.11,0.78,0.2,321,19,10,69,23,27,25,11,130,121,40,353,17,71,22,49,2.35,1.86,2.73,129.54,226.32,23.21,86.71,2.47,14.74,12.23,1.99,9.24,1.87,5.22,0.75,4.75,0.67,10.29,1.5
60.51,18,5.35,0.06,1.68,0.76,1.35,3.87,0.75,0.12,334,26,10,104,31,29,29,14,168,167,39,393,16,94,25,48,3.01,1.92,3.51,140.99,285.36,28.78,103.11,3.16,17.73,15.28,2.35,10.14,2.03,5.63,0.78,4.98,0.68,11.50,1.5
69.69,13.77,4.25,0.05,1.46,0.48,1.39,2.99,0.85,0.09,266,22,7,83,57,29,21,13,143,100,35,413,16,66,21,52,5.71,1.84,3.91,221.68,388.50,40.01,146.49,3.79,24.36,19.61,2.67,9.58,1.66,4.86,0.59,3.86,0.56,11.51,1.5
67.15,14.05,3.72,0.04,1.74,1.42,1.17,3.19,0.5,0.14,367,16,9,83,29,34,26,12,133,89,18,259,12,75,25,49,2.80,1.35,2.88,109.73,202.62,21.31,78.89,2.47,13.51,10.38,1.41,4.80,0.79,2.27,0.25,1.66,0.24,7.24,1.5
63.38,11.98,4.25,0.06,1.86,4.58,0.53,2.52,0.83,0.12,320,13,10,76,11,24,28,13,106,62,24,478,14,73,25,45,1.70,1.17,1.92,55.13,115.97,11.63,44.12,1.54,7.74,6.30,1.02,4.81,1.02,2.95,0.46,3.00,0.44,13.65,1.5
67.99,14.67,4.25,0.05,1.88,1.14,1.78,3.42,0.75,0.08,370,25,9,78,17,30,23,11,140,100,23,335,17,81,22,45,3.41,1.35,2.50,51.07,106.96,10.47,39.52,1.58,6.85,5.60,0.95,4.63,0.96,2.73,0.41,2.73,0.38,9.84,1.5
68.81,14.44,3.61,0.05,1.48,0.77,1.73,3.8,0.53,0.07,419,21,8,61,16,31,20,8,155,104,25,327,14,61,16,43,3.16,1.30,2.35,62.56,122.48,12.90,47.61,1.70,8.40,7.01,1.18,5.92,1.28,3.71,0.57,3.62,0.51,9.70,1.5
60.21,15.88,4.96,0.07,2.76,1.78,3,3.83,0.67,0.13,481,24,10,61,26,28,46,15,183,167,23,419,17,145,19,48,3.77,1.24,1.95,82.16,159.37,16.95,61.86,2.04,9.78,8.01,1.18,5.18,1.11,3.29,0.48,3.02,0.43,13.64,1.5
54.72,15.52,8.39,0.11,3.67,3.36,2.37,2.42,1.58,0.58,345,28,12,142,16,28,46,20,142,232,34,453,32,157,30,71,3.18,1.38,3.75,87.46,172.22,19.42,74.14,2.92,12.88,10.48,1.73,7.87,1.56,4.32,0.61,3.91,0.54,14.50,1.5
57.71,17.68,4.34,0.06,1.25,3.43,1.53,4.49,0.82,0.1,525,28,14,75,26,28,18,10,154,120,32,659,15,82,20,37,2.75,1.45,3.02,94.83,185.03,19.67,74.67,2.80,13.10,10.85,1.71,7.43,1.42,3.95,0.55,3.62,0.54,19.97,1.5
64.49,16.44,3.94,0.03,1.21,0.77,1.27,3.88,0.58,0.23,387,24,11,57,31,36,17,5,151,204,34,345,15,73,16,45,3.02,1.91,3.75,90.54,178.88,18.90,71.87,2.58,12.59,10.76,1.86,9.84,2.16,6.29,0.96,6.22,0.87,9.57,1.5
60.83,16.8,4.02,0.04,1.49,3.01,1.32,3.77,0.97,0.17,405,21,13,92,52,30,24,11,149,103,24,266,18,78,21,53,3.43,1.60,4.02,172.52,332.62,34.03,134.80,3.87,23.16,18.34,2.42,7.97,1.23,3.39,0.36,2.31,0.32,7.09,1.5
67.91,14.61,4.13,0.04,1.42,0.52,1.07,3.05,0.98,0.11,345,21,8,76,73,16,20,10,120,94,44,299,16,65,21,46,2.51,1.85,2.79,233.26,450.25,38.52,152.29,4.42,29.78,23.84,3.29,12.33,2.02,5.48,0.62,4.01,0.54,8.76,1.5
65.06,15.87,4.95,0.04,1.5,0.43,1,3.15,0.93,0.12,319,25,9,87,50,14,24,9,137,102,43,298,18,74,20,43,2.13,2.00,3.26,148.42,285.62,28.56,108.08,2.92,18.29,15.38,2.34,10.34,1.94,5.29,0.72,4.50,0.61,8.74,1.5
60.97,18.17,5.12,0.03,1.59,1.03,1.19,3.93,0.72,0.11,333,24,13,90,23,23,24,7,153,122,29,281,19,79,20,55,2.64,1.95,3.76,67.13,124.97,13.13,48.31,1.81,8.23,7.17,1.19,6.03,1.27,3.57,0.53,3.58,0.50,8.12,1.5
66.5,14.64,4.1,0.04,1.58,0.98,1.33,3.05,0.98,0.11,327,21,9,88,47,20,21,11,117,106,32,350,17,82,19,54,2.13,1.78,2.84,176.45,328.61,31.14,126.48,3.45,21.19,17.15,2.40,9.37,1.68,4.70,0.59,3.94,0.56,10.77,1.5
68.77,12.85,3.92,0.05,1.65,1.52,0.87,2.74,0.64,0.1,369,19,9,76,45,21,23,9,122,79,24,305,12,73,30,52,2.29,1.42,3.02,117.13,223.87,23.75,89.07,2.57,15.08,11.86,1.63,5.92,0.98,2.73,0.32,2.15,0.29,8.34,1.5
68.41,12.09,4.91,0.07,1.95,1.77,1.04,2.53,0.92,0.09,318,20,8,68,25,13,27,12,109,70,24,485,17,73,25,51,2.55,1.29,2.80,54.89,106.42,11.36,42.40,1.57,7.23,6.13,0.98,4.64,0.96,2.77,0.41,2.77,0.39,12.78,1.5
56.69,16.66,7.1,0.07,3.31,1.9,1.68,2.73,1.07,0.09,442,27,15,116,20,19,51,19,131,192,23,362,19,132,57,71,2.43,1.19,1.81,53.95,108.23,11.23,42.42,1.79,7.18,6.09,0.98,4.90,1.04,3.01,0.45,2.89,0.42,10.72,1.5
58.97,15.32,6.38,0.1,2.28,3.25,1.64,3.15,1.18,0.24,300,25,14,98,28,20,29,12,144,167,36,576,24,82,22,52,3.00,1.51,4.05,87.11,170.69,18.53,69.84,2.55,11.99,9.92,1.57,7.60,1.56,4.39,0.65,4.20,0.58,16.66,1.5
58.54,16.67,5.51,0.08,2.44,2.41,2.94,2.54,1.26,0.24,395,29,13,87,42,13,26,10,133,247,31,684,36,74,26,54,2.98,1.27,3.50,91.11,195.38,19.88,75.11,2.72,12.56,10.04,1.45,6.19,1.22,3.55,0.49,3.27,0.47,20.39,1.5
55.72,17.62,6.56,0.09,2.5,1.1,1.37,3.83,0.9,0.08,464,35,13,92,28,23,40,14,194,118,31,377,19,121,29,62,5.12,1.34,2.13,76.74,142.55,16.00,59.45,2.20,10.23,8.53,1.34,6.55,1.37,3.91,0.58,3.77,0.53,13.93,1.5
71.35,12.34,2.9,0.05,0.72,0.69,0.92,4.59,0.75,0.07,775,13,7,54,28,38,16,6,163,110,40,1204,14,54,14,29,1.97,1.21,2.35,53.60,106.22,11.47,43.55,2.24,8.09,7.18,1.34,7.94,1.84,5.52,0.91,6.17,0.90,36.27,1.5
63.61,16.68,4.84,0.04,1.24,0.43,0.99,3.56,1.08,0.13,342,23,12,78,34,25,24,10,149,125,36,306,22,86,20,51,2.42,1.91,3.39,113.87,223.61,23.36,87.20,2.56,15.06,12.67,2.00,9.53,1.96,5.55,0.80,5.13,0.69,9.27,1.5
65.99,16.58,3.47,0.04,1.49,0.54,1.29,3.68,0.72,0.1,350,24,12,89,42,34,20,9,117,92,27,298,14,75,25,44,2.84,1.43,3.20,114.50,218.40,23.26,87.23,2.79,14.94,12.20,1.66,6.00,0.98,2.67,0.32,2.10,0.30,8.27,1.5
66.48,15.07,4.35,0.04,1.22,0.49,0.98,3.11,1.04,0.13,317,21,9,86,46,15,16,9,129,110,39,247,22,65,17,51,2.28,2.07,3.23,151.02,297.78,29.76,117.90,3.02,20.09,16.79,2.64,12.12,2.35,6.42,0.86,5.24,0.70,6.91,1.5
67.99,13.87,3.99,0.03,1.26,0.91,0.95,2.97,0.79,0.14,246,18,8,76,45,15,17,7,124,95,31,277,22,67,16,45,2.21,1.90,2.71,143.69,275.73,28.82,107.69,2.93,17.81,14.27,2.10,8.55,1.59,4.57,0.62,4.06,0.56,8.25,1.5
66.94,15.05,3.84,0.03,1.56,0.55,1.35,3.35,0.49,0.14,368,20,10,67,63,26,20,10,124,86,27,351,9,72,21,56,2.86,1.71,3.05,240.94,450.34,43.63,174.20,4.90,29.68,23.46,3.08,9.88,1.40,3.87,0.38,2.66,0.37,11.27,1.5
62.49,14.39,3.78,0.04,1.76,3.44,2.07,2.86,0.56,0.1,430,19,12,75,31,21,25,10,123,97,19,277,12,70,25,51,2.38,1.33,3.02,103.52,194.91,20.62,76.97,2.50,13.15,10.40,1.43,5.28,0.90,2.48,0.30,2.09,0.30,7.81,1.5
63.2,14.04,4.68,0.06,1.86,3.11,0.75,2.95,0.75,0.12,349,22,11,86,33,23,30,12,141,77,26,321,13,81,32,50,2.00,1.41,3.23,113.84,213.56,23.14,86.32,2.74,14.84,11.80,1.60,6.15,1.09,3.02,0.36,2.41,0.35,8.78,5.0
56.95,14.73,7.22,0.17,3.23,3.78,1.83,1.99,1.14,0.14,329,22,14,106,14,15,38,15,98,128,34,510,20,87,35,62,2.82,1.56,2.11,62.42,119.36,12.86,48.64,2.00,8.36,7.36,1.25,6.90,1.57,4.51,0.71,4.71,0.66,15.41,1.5
54.95,16.35,7.9,0.1,2.92,3.05,2.09,2.25,1.23,0.19,489,29,16,117,19,17,56,20,109,201,28,393,21,116,47,76,2.64,1.31,2.28,68.43,131.30,14.16,53.51,2.11,8.77,7.40,1.16,5.46,1.13,3.23,0.46,2.94,0.42,11.41,1.5
55.81,17.35,7.06,0.09,2.32,2.01,1.96,2.79,0.97,0.07,377,31,13,105,27,18,45,16,162,150,28,407,19,118,37,58,3.85,1.30,2.86,77.85,148.02,16.28,59.73,1.95,10.19,8.41,1.26,5.53,1.10,3.07,0.44,2.87,0.41,11.89,1.5
58.56,17.13,6.54,0.09,2.29,1.36,1.58,3.37,1.24,0.08,393,30,13,108,31,12,33,15,157,119,34,480,21,110,57,45,3.88,1.36,2.66,128.87,247.37,25.96,100.10,3.25,17.15,13.85,2.11,8.79,1.72,4.78,0.66,4.31,0.66,15.08,1.5
54.76,19.07,7.94,0.12,2.75,1.01,1.01,4.08,0.88,0.06,364,30,13,91,25,15,40,11,219,86,44,371,18,110,45,63,6.63,1.96,2.69,97.58,178.19,20.35,77.00,2.51,13.68,11.23,1.81,8.74,1.84,5.15,0.76,4.88,0.69,11.67,1.5
68.01,14.36,3.58,0.04,1.22,0.83,1.21,3.46,0.86,0.15,439,19,8,60,48,20,15,5,132,141,42,369,20,64,18,43,2.66,1.68,2.98,122.46,242.26,25.16,93.45,2.84,16.18,13.51,2.09,9.72,2.00,5.66,0.81,5.06,0.71,10.98,1.5
64.01,15.79,4.46,0.04,1.39,1.83,1.08,3.45,0.77,0.11,313,22,10,72,31,22,20,10,141,114,34,322,19,72,15,46,2.35,1.86,3.55,91.97,177.84,18.77,69.60,2.16,12.03,10.19,1.62,7.97,1.69,4.82,0.74,4.76,0.67,9.35,1.5
67.73,13.59,4.2,0.04,1.34,0.8,1.7,2.84,1.05,0.16,385,17,8,72,49,18,22,10,131,112,27,233,20,64,17,53,1.99,1.64,3.48,149.42,284.84,29.80,111.61,3.11,19.43,16.01,2.28,8.52,1.41,3.79,0.43,2.69,0.36,6.84,1.5
63.51,16.87,4.91,0.04,1.17,0.37,0.93,3.67,1.05,0.12,341,24,11,86,32,26,21,10,156,137,38,303,22,79,18,55,2.65,2.01,4.04,95.08,189.46,19.83,74.96,2.43,13.43,11.23,1.83,8.81,1.74,4.76,0.68,4.29,0.60,8.98,1.5
66.87,15.18,4.2,0.04,1.79,0.43,1.26,3.4,0.53,0.08,356,22,9,69,64,23,23,13,135,78,23,316,10,68,24,51,2.66,1.70,3.17,218.21,407.82,39.75,156.32,4.58,26.43,21.28,2.78,8.79,1.20,3.07,0.27,1.83,0.27,9.35,1.5
68.91,13.42,3.53,0.04,1.59,0.95,1.15,3.14,0.44,0.19,385,22,8,67,42,29,19,6,125,81,14,264,9,63,27,61,2.56,1.44,4.07,115.59,218.55,23.06,85.40,2.70,14.45,11.37,1.48,4.48,0.62,1.71,0.17,1.24,0.18,7.48,1.5
62.98,13.41,3.27,0.03,1.43,5.7,0.95,2.99,0.51,0.08,434,21,12,65,27,23,23,9,112,83,16,249,10,66,24,49,2.47,1.33,3.51,100.51,191.21,20.17,75.22,2.48,12.91,9.92,1.30,4.37,0.68,1.91,0.21,1.53,0.22,7.34,1.5
57.69,15.25,7.44,0.13,2.61,2.92,1.92,1.99,1.24,0.09,354,23,14,115,18,15,51,26,102,151,28,357,18,133,49,54,2.46,1.40,2.33,59.66,113.62,12.15,45.86,1.86,7.92,6.62,1.10,5.47,1.17,3.33,0.51,3.27,0.47,11.32,1.5
54.85,16.83,8.15,0.16,2.7,3.66,2.01,2.58,1.23,0.12,393,29,14,108,21,12,58,19,112,179,36,489,19,155,33,65,2.76,1.85,4.04,76.53,141.49,15.41,57.73,2.31,10.00,8.75,1.43,7.48,1.61,4.56,0.69,4.56,0.66,16.47,1.5
68.64,12.37,4.96,0.07,2.12,1.47,1.08,2.38,0.82,0.07,422,21,8,81,31,24,31,12,118,84,25,334,15,83,30,51,2.23,1.45,3.09,91.82,175.89,18.65,69.40,2.26,11.82,9.48,1.34,5.53,1.02,2.83,0.38,2.53,0.36,10.23,1.5
59.91,16.69,5.93,0.08,2.68,1.29,2.7,2.28,1.08,0.11,299,28,11,86,54,10,33,12,138,132,34,507,28,107,22,47,3.76,1.32,4.08,150.65,293.15,30.20,107.72,2.64,17.32,14.13,1.93,7.88,1.51,4.30,0.58,3.83,0.54,14.47,1.5
51.95,16.24,7.36,0.12,2.45,5.41,1.29,2.9,1,0.19,334,26,16,91,30,20,36,14,141,97,32,307,17,83,53,62,4.06,1.46,2.87,104.99,192.54,21.30,79.17,2.54,13.94,11.30,1.67,7.34,1.45,3.90,0.54,3.45,0.48,10.40,1.5
59.97,17.79,5.5,0.07,1.72,0.9,1.31,3.92,0.79,0.07,328,28,12,83,23,20,30,14,238,85,31,342,21,92,24,52,4.09,1.35,4.00,65.97,120.24,13.47,50.14,1.67,8.99,7.46,1.25,6.27,1.34,3.70,0.57,3.69,0.53,11.51,1.5
61.45,14.96,3.13,0.05,1.34,4.89,0.82,4.13,0.7,0.1,443,24,12,54,20,27,19,11,165,94,30,501,15,60,13,36,2.28,1.22,3.00,58.82,111.36,12.58,47.65,1.84,8.46,7.00,1.16,5.88,1.27,3.58,0.57,3.79,0.55,14.66,1.5
65.74,16.61,4.62,0.04,1.11,0.33,1.19,3.34,1.29,0.14,319,24,10,77,48,24,21,8,143,135,38,284,22,78,15,48,2.46,1.76,3.74,165.22,325.00,34.33,128.57,3.60,22.57,18.04,2.66,11.67,2.32,6.48,0.89,5.64,0.76,8.88,1.5
