Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Hf 
463,20,13,145,6,25,51,31,86,299,38,357,14,93,60,116,1.66,1.32,60.49,104.05,12.62,50.73,9.15,2.12,8.47,1.37,7.37,1.39,4.28,0.60,3.75,0.57,12.06,12.06
360,25,13,130,9,25,39,39,105,197,37,249,14,95,54,88,1.99,1.22,47.09,77.55,9.05,34.52,6.58,1.36,6.81,1.19,7.09,1.35,4.08,0.59,3.58,0.53,9.18,9.18
456,25,13,136,8,19,38,25,102,225,38,367,13,71,58,88,2.05,1.32,66.37,108.24,12.46,46.93,8.06,1.72,7.83,1.33,7.64,1.45,4.63,0.72,4.28,0.67,13.87,13.87
289,26,15,142,11,20,56,31,76,291,35,605,15,121,64,94,1.35,1.21,62.76,106.07,12.84,51.40,8.99,2.28,8.20,1.31,7.12,1.31,3.91,0.60,3.81,0.60,20.51,20.51
262,33,14,151,7,17,87,32,73,296,33,711,15,178,63,97,1.47,1.30,71.67,124.30,14.17,55.40,9.59,2.23,8.38,1.21,6.37,1.16,3.51,0.52,3.28,0.56,27.67,27.67
356,23,13,127,8,22,64,36,75,307,32,597,15,110,58,100,1.26,1.29,54.69,98.88,11.76,48.00,8.74,2.11,7.92,1.20,6.37,1.17,3.55,0.49,3.25,0.51,21.36,21.36
348,25,14,136,6,23,67,29,82,255,40,557,14,128,50,97,1.44,1.22,39.48,75.89,9.60,41.24,9.05,2.16,7.87,1.50,8.31,1.59,4.91,0.72,4.73,0.69,16.98,16.98
240,20,11,103,28,35,33,18,117,179,39,295,15,72,41,82,1.66,1.21,52.59,89.10,10.33,39.45,7.37,1.37,6.55,1.20,6.46,1.22,3.72,0.55,3.51,0.55,9.42,9.42
275,21,11,96,19,45,42,24,127,227,33,301,15,72,45,99,1.72,1.08,53.72,87.31,10.52,39.44,7.57,1.31,6.37,1.09,5.50,1.03,3.01,0.43,2.83,0.41,8.19,8.19
284,20,10,95,28,42,37,21,135,170,32,284,16,70,33,96,1.78,1.18,62.78,106.66,12.67,47.36,9.16,1.52,7.68,1.20,6.19,1.10,3.13,0.46,2.76,0.40,8.44,8.44
362,15,10,100,16,25,32,20,97,135,27,483,14,62,37,85,1.61,0.97,44.59,80.91,9.25,36.69,6.84,1.67,5.56,0.93,4.89,0.85,2.48,0.40,2.56,0.39,14.57,14.57
460,18,11,166,8,35,86,34,96,127,29,284,11,139,101,112,1.61,1.16,87.32,10.35,41.64,7.78,1.83,6.33,1.06,5.40,0.97,2.91,0.41,2.71,0.41,9.37,1.01,1.01
498,22,14,113,17,26,40,13,170,64,37,250,18,87,36,72,2.73,1.42,52.57,93.29,11.51,44.10,7.98,1.59,8.20,1.14,6.74,1.28,4.25,0.72,4.21,0.66,8.27,8.27
469,20,12,131,15,20,53,15,140,84,32,294,19,107,40,60,2.32,1.26,48.47,86.48,10.68,40.51,7.45,1.41,7.04,1.04,6.57,1.23,3.88,0.78,4.13,0.61,9.91,9.91
475,19,12,156,14,42,51,18,139,82,30,274,23,108,38,111,2.25,1.42,59.96,107.45,13.15,50.09,9.26,1.72,8.86,1.24,6.99,1.31,4.10,0.75,4.30,0.61,9.17,9.17
367,16,10,124,15,15,40,14,108,63,28,254,20,88,30,52,1.73,1.07,52.20,92.97,11.39,43.57,7.60,1.43,7.41,1.06,5.89,1.07,3.41,0.63,3.66,0.47,7.98,7.98
545,20,12,153,14,14,36,16,140,66,31,333,20,75,33,55,2.31,1.36,45.65,81.50,10.54,41.61,7.79,1.51,7.59,1.10,6.01,1.30,4.03,0.75,3.92,0.64,12.45,12.45
556,21,17,153,14,17,37,15,146,68,31,292,20,79,36,60,2.19,1.32,39.68,74.18,9.32,35.74,7.12,1.37,6.95,1.00,5.50,1.23,3.45,0.69,3.66,0.60,11.26,11.26
495,20,14,145,13,23,36,14,150,63,32,325,17,78,35,48,2.08,1.17,41.51,68.02,9.62,37.57,7.36,1.35,6.81,1.03,5.30,1.24,3.54,0.63,3.39,0.62,11.85,11.85
582,22,14,140,15,24,36,18,161,81,29,218,16,88,29,64,2.79,1.30,51.44,90.51,11.25,43.73,8.17,1.49,7.46,1.04,5.58,1.21,3.51,0.64,2.99,0.50,7.89,7.89
518,20,15,138,15,26,36,13,155,93,31,269,19,88,21,58,2.36,1.10,47.97,87.29,11.10,42.87,8.36,1.59,7.81,1.10,5.49,1.21,3.40,0.62,3.04,0.54,11.43,11.43
495,21,14,144,14,18,37,13,172,74,32,389,16,92,28,50,2.53,1.22,42.26,72.95,9.59,37.98,7.09,1.39,7.04,1.06,5.54,1.34,3.82,0.74,4.07,0.66,14.96,14.96
587,21,13,134,18,27,29,10,179,93,33,457,18,85,19,40,2.25,0.96,74.53,135.24,16.31,61.55,11.18,1.71,10.23,1.43,8.16,1.81,5.26,0.92,4.58,0.80,16.00,16.00
562,24,15,161,18,30,33,13,196,99,34,232,22,96,21,44,2.47,1.23,107.53,189.61,23.75,90.30,16.44,2.44,14.41,1.77,8.14,1.51,4.66,0.69,3.78,0.66,8.29,8.29
532,23,15,147,18,24,36,12,170,128,36,251,18,103,25,60,2.39,1.24,120.89,215.15,25.44,94.60,16.38,2.28,14.64,1.84,8.88,1.76,4.88,0.91,4.47,0.74,9.63,9.63
404,34,16,106,22,42,59,14,153,89,31,375,20,110,36,75,2.27,1.98,49.94,91.44,11.01,43.79,8.75,1.59,7.32,1.21,6.97,1.26,3.96,0.62,3.84,0.61,10.41,10.41
492,36,18,109,17,42,71,16,164,87,34,333,21,118,39,83,2.44,2.00,50.64,94.12,11.29,44.09,8.26,1.54,7.21,1.24,6.73,1.18,3.59,0.57,3.64,0.53,8.73,8.73
312,37,14,86,28,35,42,17,150,92,35,338,24,99,34,75,2.12,1.97,64.29,125.30,14.12,55.32,10.73,1.79,9.06,1.56,8.27,1.55,4.82,0.79,4.65,0.69,8.65,8.65
376,37,11,70,20,40,184,24,103,62,31,435,17,259,30,68,1.62,1.87,40.40,76.60,8.88,35.63,6.73,1.26,6.22,1.14,6.59,1.25,3.68,0.60,3.71,0.58,12.40,12.40
356,34,13,86,20,34,46,20,124,77,28,371,19,93,32,75,1.80,1.77,37.65,73.02,8.36,33.11,6.49,1.22,5.36,0.95,5.09,0.99,2.99,0.48,3.07,0.44,10.21,10.21
379,37,14,86,14,36,31,20,133,85,28,359,18,75,29,77,2.11,1.71,39.17,71.38,8.69,33.77,6.60,1.23,5.64,1.02,5.25,1.03,3.15,0.46,3.03,0.46,10.06,10.06
586,25,15,148,18,24,40,14,176,90,37,260,16,99,21,59,2.85,1.43,57.46,100.36,13.16,51.10,9.30,1.71,8.87,1.35,7.24,1.63,4.59,0.89,4.36,0.70,9.68,9.68
320,33,12,67,21,32,22,13,130,92,32,605,18,68,14,63,2.03,1.71,72.88,137.18,15.34,58.40,10.43,1.70,8.83,1.43,7.57,1.52,4.76,0.68,4.60,0.70,17.26,17.26
321,36,14,82,25,37,39,14,163,113,30,286,20,117,17,69,2.16,2.25,74.27,142.68,15.57,58.32,10.41,1.75,8.21,1.20,5.28,0.93,2.63,0.35,2.36,0.34,8.13,8.13
279,31,15,79,29,33,26,14,154,109,34,341,26,92,19,70,2.98,1.99,92.85,172.33,19.50,72.33,11.74,1.75,10.14,1.56,8.26,1.64,5.06,0.71,4.62,0.63,9.50,9.50
421,30,11,75,20,46,23,14,157,91,23,436,16,66,18,68,2.41,1.57,68.82,131.54,14.35,54.59,9.87,1.57,8.02,1.30,5.93,1.07,3.23,0.43,2.96,0.47,12.06,12.06
291,40,16,93,36,50,25,15,180,119,38,271,27,84,16,64,2.44,2.00,154.51,287.09,32.83,126.95,22.69,3.42,18.62,2.91,13.49,2.44,6.85,0.93,5.87,0.85,7.58,7.58
342,36,17,107,27,46,28,12,204,130,39,263,25,85,19,77,3.20,1.67,105.13,200.26,23.47,90.52,16.01,2.54,15.08,2.11,9.55,1.79,5.46,0.72,4.74,0.68,7.52,7.52
217,35,9,87,15,37,1464,79,71,67,21,171,11,1666,91,86,1.19,1.61,23.84,44.11,5.31,21.00,4.31,0.74,3.52,0.60,3.16,0.63,1.78,0.25,1.76,0.25,4.04,4.04
337,33,10,72,20,33,280,31,95,59,34,444,21,398,28,65,1.52,1.64,40.00,78.48,8.99,34.90,7.02,1.33,6.22,1.16,6.39,1.29,3.91,0.56,3.89,0.62,12.65,12.65
242,27,10,80,21,41,575,35,99,75,29,329,19,697,29,68,1.51,1.58,48.18,95.01,10.68,41.56,7.80,1.32,6.31,1.10,5.55,1.00,3.08,0.42,2.94,0.43,7.79,7.79
279,35,11,89,24,30,36,19,112,80,33,445,25,107,32,70,2.46,1.78,58.24,112.00,12.92,50.75,9.58,1.54,7.58,1.36,6.91,1.28,3.96,0.59,3.86,0.58,12.49,12.49
431,18,12,132,13,19,41,19,146,79,29,266,22,85,30,48,2.03,2.02,48.07,93.14,10.65,41.37,7.74,1.40,6.07,1.02,6.17,1.16,3.57,0.52,4.05,0.63,7.96,7.96
515,20,12,130,15,29,40,16,166,77,32,353,23,94,30,63,2.40,1.73,54.27,103.63,11.97,46.30,8.53,1.43,6.12,1.05,6.29,1.17,3.62,0.54,4.07,0.52,12.00,12.00
403,35,11,55,22,44,23,11,153,84,24,581,16,59,15,56,2.00,1.47,45.24,86.85,9.58,36.70,6.83,1.21,5.45,0.92,4.38,0.83,2.47,0.40,2.63,0.40,15.54,15.54
347,35,11,76,32,33,29,14,156,104,32,259,21,94,20,66,2.32,2.41,96.57,187.05,21.05,80.63,13.61,2.03,11.18,1.71,7.96,1.65,4.89,0.64,4.07,0.72,6.83,6.83
324,34,11,61,35,30,26,13,120,102,34,370,24,66,19,66,1.81,1.95,83.50,163.98,18.31,69.63,11.57,1.63,9.38,1.43,7.04,1.49,4.44,0.69,4.15,0.62,9.50,9.50
378,35,10,57,28,44,27,16,166,92,20,514,21,64,16,64,1.36,1.34,49.04,97.07,10.84,42.29,6.56,1.00,5.21,0.78,3.84,0.79,2.38,0.37,2.21,0.34,11.16,11.16
335,32,17,100,28,44,29,14,203,144,32,278,21,98,21,71,2.99,2.32,90.56,173.01,19.77,75.31,13.54,2.39,11.23,1.72,8.59,1.72,4.76,0.67,4.05,0.58,7.74,7.74
327,32,15,94,31,43,22,13,159,125,38,260,20,80,25,72,2.44,2.34,115.91,214.70,24.22,92.10,15.83,2.39,12.80,1.77,7.99,1.47,4.03,0.59,3.54,0.53,7.31,7.31
374,35,16,97,27,46,28,13,201,133,39,265,20,89,27,73,2.86,2.14,106.16,203.41,23.50,92.01,16.36,2.47,12.91,1.92,8.95,1.66,4.72,0.64,3.74,0.56,7.38,7.38
451,14,11,58,3,22,1214,60,51,47,18,147,9,1635,30,62,1.15,1.95,29.28,57.19,6.62,26.24,4.81,0.88,4.04,0.69,3.63,0.71,2.39,0.29,2.38,0.34,3.87,3.87
550,16,14,73,4,27,1208,66,78,51,23,222,11,1669,30,62,1.27,1.73,40.05,78.82,8.84,34.67,5.23,1.20,4.94,0.88,5.90,1.14,3.66,0.52,3.48,0.54,8.92,8.92
534,18,15,122,13,20,105,16,146,75,32,301,21,133,34,57,1.97,1.99,51.93,101.31,11.34,47.36,8.05,1.53,6.96,1.11,7.13,1.27,3.83,0.61,4.18,0.57,9.14,9.14
517,18,16,130,14,19,87,18,146,77,32,286,19,139,37,54,2.25,2.09,51.21,101.77,11.38,46.26,7.32,1.55,6.36,1.10,6.78,1.33,4.13,0.72,4.41,0.63,9.36,9.36
413,16,12,120,12,20,49,17,119,69,26,295,17,84,26,50,1.88,1.67,40.23,73.32,8.64,34.52,6.14,1.26,5.15,0.87,5.77,1.16,3.24,0.48,3.28,0.54,9.83,9.83
512,25,12,121,21,12,22,11,221,85,34,610,39,41,12,48,2.63,1.42,121.99,261.18,27.02,103.55,15.48,1.67,11.68,1.50,7.73,1.35,3.67,0.46,3.04,0.46,26.28,26.28
551,24,13,130,17,13,28,12,216,100,37,577,44,63,15,52,2.53,1.38,115.32,229.04,25.68,101.45,15.30,1.73,11.44,1.57,8.05,1.50,3.78,0.53,3.07,0.47,23.43,23.43
567,24,12,139,17,15,24,12,225,100,43,839,51,51,19,66,2.40,1.59,120.19,242.94,27.61,108.65,16.79,1.94,13.70,2.10,11.42,1.99,5.10,0.63,4.19,0.58,39.90,39.90
633,23,12,129,16,16,27,11,193,114,33,461,31,64,17,46,1.95,1.52,132.03,251.16,29.53,113.00,17.35,2.52,13.45,1.76,8.84,1.62,4.29,0.62,4.01,0.53,17.21,17.21
665,26,14,132,18,17,35,16,223,104,37,368,35,80,26,65,2.40,1.59,133.66,251.14,29.54,114.47,17.67,2.11,13.02,1.62,7.56,1.42,3.63,0.44,3.12,0.46,12.74,12.74
582,25,15,134,21,27,42,13,195,117,39,296,20,112,20,39,2.34,2.00,138.57,266.42,29.61,111.39,18.04,3.26,15.16,2.06,11.35,2.10,5.79,0.77,4.48,0.74,10.99,10.99
552,21,12,114,19,34,29,9,155,150,37,297,20,86,19,37,2.26,1.80,122.93,243.69,26.87,101.49,17.44,3.02,14.95,2.32,12.83,2.67,7.11,1.12,6.84,1.00,11.67,11.67
573,22,14,137,20,29,40,15,173,107,41,287,19,92,25,48,2.30,2.03,113.60,215.85,24.63,94.31,15.83,2.76,13.25,1.86,10.06,1.94,5.44,0.80,5.09,0.78,10.45,10.45
417,15,10,79,8,31,488,38,76,46,24,129,13,538,37,69,1.64,2.28,43.36,82.11,9.34,36.66,5.66,1.29,5.02,0.87,5.81,1.04,3.33,0.46,3.10,0.45,5.08,5.08
424,14,10,80,8,32,511,37,72,43,24,129,12,540,47,71,1.60,2.18,40.37,78.64,8.80,34.67,5.58,1.26,5.13,0.89,5.93,1.11,3.56,0.52,3.29,0.50,4.82,4.82
527,22,14,143,16,18,43,20,153,68,36,253,19,94,28,65,2.74,2.31,59.52,111.20,12.82,51.48,8.26,1.92,7.29,1.29,8.52,1.59,5.08,0.75,4.94,0.76,9.87,9.87
397,15,12,110,11,17,32,12,102,68,25,309,19,76,20,41,1.52,1.60,39.57,73.83,8.77,34.79,6.34,1.23,5.28,0.90,5.23,1.12,3.11,0.56,3.52,0.51,14.19,14.19
376,13,13,101,8,15,27,11,112,86,24,303,18,68,30,40,1.70,1.56,38.58,72.63,8.68,34.53,6.57,1.24,5.33,0.92,5.54,1.12,3.37,0.52,3.35,0.53,12.96,12.96
326,14,9,122,12,12,35,14,98,55,25,360,18,80,25,37,1.51,1.66,35.92,66.16,8.10,31.76,5.81,1.06,4.44,0.77,5.03,0.90,2.94,0.49,3.12,0.49,12.59,12.59
544,25,11,133,19,9,30,12,208,89,35,529,39,55,15,42,2.67,1.44,137.05,238.86,30.83,117.35,16.26,1.60,11.37,1.55,7.92,1.22,4.13,0.46,3.27,0.52,18.36,18.36
540,25,11,148,19,9,24,12,198,88,36,570,42,51,12,41,2.67,1.41,130.27,232.11,28.93,111.93,15.87,1.60,10.98,1.63,7.90,1.35,4.06,0.54,3.85,0.56,20.17,20.17
596,21,11,145,15,17,29,17,197,138,41,758,44,53,16,43,2.54,1.75,140.31,270.37,33.72,137.09,19.87,2.48,15.22,2.17,11.63,2.06,6.39,0.85,5.77,0.84,35.92,35.92
528,21,9,133,15,19,29,16,197,123,37,779,44,59,18,37,2.14,1.63,126.44,230.38,28.70,113.54,15.67,2.04,12.29,1.79,9.70,1.78,5.71,0.77,4.96,0.74,37.35,37.35
944,23,13,197,17,11,32,19,168,192,41,693,37,58,22,55,2.19,1.88,168.15,249.74,53.86,208.02,26.88,4.27,20.09,2.59,11.72,1.96,6.32,0.77,5.14,0.76,20.65,20.65
601,23,15,180,9,12,38,22,147,260,36,438,37,115,33,70,3.35,2.46,133.43,247.65,29.93,120.11,17.41,3.48,14.09,2.06,11.36,1.95,5.94,0.79,5.13,0.72,20.75,20.75
534,22,11,122,20,23,29,9,169,102,31,346,20,72,13,40,2.17,1.91,101.88,190.49,21.59,81.50,12.89,1.84,9.05,1.44,8.13,1.46,4.76,0.66,4.50,0.63,11.40,11.40
329,30,14,80,19,37,38,13,129,104,32,323,22,84,32,82,2.02,2.02,62.42,123.25,13.77,53.93,9.61,1.71,7.96,1.25,6.06,1.21,3.68,0.55,3.31,0.50,9.08,9.08
607,25,11,64,15,35,70,17,93,76,28,299,19,102,42,63,1.45,2.14,40.15,78.03,8.89,35.45,6.77,1.31,5.70,1.03,5.66,1.13,3.54,0.54,3.06,0.50,9.32,9.32
390,15,10,142,12,14,55,16,113,63,26,320,22,116,35,43,1.46,1.82,38.25,73.96,8.78,34.83,5.87,1.30,4.58,0.95,6.29,1.09,3.48,0.53,3.58,0.54,11.52,11.52
442,18,12,164,13,16,73,20,127,61,32,309,24,109,45,56,2.01,2.31,47.13,91.13,10.32,41.14,6.92,1.61,5.89,1.12,7.45,1.38,4.47,0.69,4.49,0.68,11.72,11.72
344,15,10,123,10,15,54,18,93,60,25,320,18,101,24,42,1.53,1.94,41.64,80.18,9.08,35.80,5.87,1.25,5.04,0.86,5.73,1.05,3.37,0.53,3.60,0.55,12.44,12.44
439,18,13,141,11,19,56,21,123,65,30,339,20,119,36,53,2.20,2.02,50.72,93.96,11.10,44.35,7.02,1.54,6.11,1.09,6.89,1.35,4.11,0.63,4.30,0.66,12.63,12.63
378,19,10,131,14,15,41,18,165,74,33,346,24,94,21,37,3.57,1.73,89.76,170.85,19.71,77.83,12.77,1.98,10.15,1.58,8.69,1.48,4.29,0.62,3.92,0.59,13.92,13.92
482,19,12,157,9,20,40,19,142,203,33,398,36,116,22,57,2.94,1.87,97.16,191.95,22.51,90.52,12.06,2.76,10.60,1.60,9.50,1.68,5.26,0.70,4.69,0.67,17.66,17.66
667,23,12,167,11,15,34,19,193,238,44,583,50,63,20,56,2.52,2.25,199.28,313.73,47.57,191.12,25.90,4.13,19.94,2.75,13.93,2.39,7.26,0.93,6.07,0.89,22.94,22.94
677,21,12,168,13,15,35,17,194,205,39,406,44,66,23,57,2.45,2.01,175.13,297.63,40.20,159.03,21.53,3.22,16.49,2.20,10.82,1.85,5.69,0.72,4.69,0.63,15.76,15.76
634,23,11,116,15,22,26,10,184,133,38,536,19,78,16,40,4.56,2.07,83.93,139.71,17.44,66.69,9.60,1.93,8.37,1.39,8.86,1.76,5.57,0.87,5.60,0.84,24.11,24.11
655,21,11,125,13,24,38,15,162,143,31,436,19,84,21,43,2.83,1.91,84.87,155.17,17.65,67.67,9.45,1.96,8.05,1.22,6.86,1.27,3.84,0.56,3.84,0.57,17.81,17.81
678,22,11,137,14,28,37,14,180,155,35,468,20,96,15,45,2.75,2.04,81.87,148.79,17.26,67.10,9.81,2.03,9.12,1.58,9.59,1.92,5.75,0.93,5.42,0.87,19.71,19.71
440,17,12,118,13,23,183,25,117,61,29,349,20,378,27,55,1.66,1.24,44.52,80.06,10.25,39.37,7.36,1.34,7.25,1.15,6.44,1.52,4.42,0.87,4.21,0.68,12.26,12.26
453,19,11,140,19,23,51,15,91,38,32,361,13,107,16,57,1.83,1.09,52.75,96.95,12.26,46.73,9.08,1.52,8.44,1.25,6.97,1.57,4.64,0.94,4.43,0.71,14.27,14.27
482,22,15,174,18,9,39,16,119,54,34,302,19,93,27,54,2.34,1.35,50.40,90.99,10.97,43.08,8.25,1.46,8.06,1.04,6.47,1.29,4.12,0.69,3.79,0.63,10.98,10.98
391,21,12,172,14,13,46,16,150,79,36,62,25,82,39,304,2.08,1.13,44.97,84.04,10.38,40.76,6.73,1.26,6.66,0.97,4.97,1.16,2.82,0.60,2.84,0.49,8.82,8.82
464,19,11,127,12,18,44,21,143,73,30,332,20,86,33,54,2.08,2.07,48.70,93.75,10.58,42.08,6.47,1.39,5.94,1.02,6.26,1.26,3.71,0.60,3.95,0.61,12.09,12.09
400,19,13,141,14,28,36,17,141,86,31,244,20,91,22,58,2.35,2.41,66.41,126.78,14.15,55.21,8.49,1.70,7.66,1.29,7.73,1.49,4.44,0.72,4.42,0.69,9.74,9.74
398,22,9,102,16,24,28,12,199,100,34,327,21,76,14,38,2.70,1.86,79.70,141.45,15.70,58.63,7.88,1.38,7.20,1.11,6.61,1.31,3.96,0.59,3.75,0.58,12.08,12.08
572,19,11,163,8,13,29,17,139,268,32,506,43,76,21,52,2.43,1.90,115.69,221.85,26.54,104.02,13.79,2.71,11.68,1.66,8.70,1.55,4.45,0.63,3.79,0.57,23.39,23.39
478,18,12,158,8,16,36,18,138,206,34,411,36,108,21,66,2.67,1.85,90.44,180.35,21.33,85.59,12.38,2.35,10.41,1.61,8.61,1.60,4.55,0.67,4.24,0.65,16.50,16.50
381,23,9,95,18,26,29,10,217,100,36,331,24,57,17,37,2.83,1.79,90.14,162.78,17.88,66.83,8.55,1.38,7.53,1.19,7.16,1.38,4.07,0.66,3.92,0.60,16.44,16.44
421,19,13,126,13,18,41,14,146,110,32,435,32,93,19,58,2.83,1.59,100.11,195.52,22.21,87.11,12.26,1.68,10.60,1.64,9.18,1.64,4.82,0.69,4.15,0.61,18.93,18.93
450,19,10,134,14,19,32,15,150,102,31,544,32,88,20,47,2.85,1.57,96.60,193.30,21.66,83.28,11.77,1.57,9.85,1.46,7.56,1.38,3.98,0.61,3.89,0.60,23.26,23.26
635,21,11,135,13,21,32,14,156,142,31,362,20,82,25,64,2.63,1.99,100.34,182.11,21.05,81.41,10.98,2.22,9.85,1.64,10.41,2.03,6.06,0.96,5.72,0.85,13.27,13.27
407,15,11,191,12,16,36,16,95,73,25,41,24,69,30,330,1.57,1.07,38.75,69.36,8.55,34.09,6.46,1.17,6.75,0.89,5.52,1.07,3.59,0.59,3.42,0.66,11.78,11.78
411,17,12,156,13,25,103,19,110,66,31,53,20,167,27,347,2.10,1.20,44.46,80.54,9.62,36.92,6.81,1.33,6.43,0.93,6.23,1.29,3.52,0.64,3.72,0.64,12.57,12.57
465,20,14,186,15,16,36,14,155,73,34,56,25,89,38,290,2.54,1.43,55.77,97.85,11.40,43.16,7.78,1.45,6.64,0.97,6.45,1.36,3.56,0.63,3.71,0.63,9.10,9.10
456,18,13,187,14,12,36,15,133,67,33,57,26,84,35,319,2.58,1.35,53.45,94.75,11.09,41.12,7.31,1.35,6.07,0.93,6.54,1.38,3.68,0.67,3.68,0.61,9.52,9.52
441,17,11,122,12,15,37,14,128,79,31,341,20,87,34,49,2.03,1.97,49.38,92.96,10.85,43.04,6.65,1.36,6.17,1.11,6.80,1.31,3.87,0.64,4.06,0.63,12.90,12.90
504,21,12,143,14,22,32,13,173,115,51,442,38,90,25,53,3.18,2.27,82.57,157.19,18.22,73.29,11.93,2.24,11.53,2.34,16.57,3.28,9.49,1.52,9.56,1.32,19.15,19.15
453,22,11,93,14,23,23,11,238,108,44,444,32,59,24,46,2.92,1.63,70.99,134.86,15.34,60.35,9.78,1.59,8.73,1.63,9.74,1.84,5.53,0.82,5.37,0.78,16.48,16.48
482,22,11,142,8,13,82,19,147,146,57,598,57,164,18,53,4.78,2.15,75.43,138.26,17.19,71.09,12.41,2.24,11.90,2.54,18.41,3.78,11.91,1.98,12.79,1.84,27.65,27.65
563,26,11,149,16,20,47,13,197,100,74,1382,71,83,19,53,4.80,1.84,117.89,233.77,27.47,111.91,20.89,3.05,19.11,3.73,24.76,5.04,16.00,2.69,18.64,2.69,70.41,70.41
675,26,16,159,17,24,46,15,226,144,36,275,28,118,30,67,4.16,1.97,121.91,228.84,26.74,103.90,15.28,2.52,12.40,1.77,8.72,1.40,4.00,0.56,3.57,0.51,12.60,12.60
541,23,13,150,15,23,41,15,230,133,41,636,41,99,33,65,2.91,1.95,112.74,205.69,23.79,91.73,13.87,2.23,11.81,1.82,8.91,1.59,4.66,0.66,4.44,0.63,25.44,25.44
644,24,12,138,14,17,31,11,202,117,53,526,43,76,22,57,4.19,1.66,112.85,213.27,25.43,98.35,16.38,2.15,13.17,2.38,15.89,2.90,9.46,1.41,8.99,1.40,25.34,25.34
698,24,13,160,14,24,34,16,213,132,48,644,39,81,26,64,3.46,2.00,119.42,220.26,25.24,99.13,14.20,2.43,12.54,2.25,15.75,3.20,9.65,1.52,9.80,1.36,28.88,28.88
464,18,12,150,13,27,70,17,131,70,32,341,20,113,36,58,2.52,1.22,44.37,78.84,9.11,34.51,6.14,1.14,5.03,0.82,5.86,1.23,3.24,0.60,3.36,0.59,10.55,10.55
506,19,12,152,14,25,86,19,139,63,34,327,21,140,34,59,2.85,1.31,44.65,77.88,9.08,34.01,6.16,1.14,4.99,0.81,5.89,1.27,3.26,0.60,3.50,0.59,9.45,9.45
448,19,13,157,14,18,37,18,149,86,33,270,23,97,42,58,2.99,1.50,56.44,97.18,11.53,42.96,7.44,1.28,5.78,0.86,5.80,1.18,3.19,0.58,3.23,0.53,8.67,8.67
419,17,12,148,14,21,38,17,139,94,31,260,22,87,37,56,2.97,1.44,56.60,98.31,11.55,43.18,7.64,1.27,5.81,0.83,5.61,1.14,3.03,0.53,3.00,0.50,7.76,7.76
578,23,14,158,14,24,50,19,178,120,32,226,21,107,35,66,2.84,2.61,59.71,112.11,12.36,47.68,7.40,1.63,6.36,1.12,7.38,1.43,4.37,0.69,4.69,0.64,9.93,9.93
528,22,11,117,15,21,30,12,201,104,41,422,27,76,24,44,2.90,1.62,49.30,92.04,10.66,42.65,7.20,1.40,6.56,1.34,9.10,1.86,5.63,0.89,5.72,0.83,15.10,15.10
407,18,9,96,12,15,47,12,125,72,32,402,21,95,14,40,2.56,1.65,37.17,70.23,8.33,33.35,6.04,1.18,5.48,1.02,7.54,1.45,4.75,0.72,4.66,0.73,14.83,14.83
515,23,12,111,12,16,36,13,171,111,77,647,64,69,30,60,4.03,1.88,96.44,178.59,21.62,89.11,15.21,2.32,14.61,3.08,22.56,4.65,14.15,2.35,15.30,2.21,32.84,32.84
520,23,12,126,13,13,29,13,166,110,76,701,64,56,21,54,3.87,1.78,89.79,163.89,19.56,79.75,14.29,2.18,14.53,3.08,23.37,4.88,15.11,2.59,16.91,2.39,32.86,32.86
570,22,12,124,11,11,35,17,169,130,70,704,61,79,21,66,5.17,1.30,77.81,110.06,16.95,65.87,13.55,1.71,10.68,1.95,15.92,3.51,9.10,1.71,9.51,1.55,25.59,25.59
492,23,12,114,14,18,32,12,180,107,63,500,49,71,19,52,4.35,1.59,89.03,168.22,20.17,83.09,15.66,1.92,13.19,2.54,17.28,3.46,10.98,1.66,10.49,1.46,19.61,19.61
664,26,12,143,17,29,28,12,211,116,46,549,27,78,24,51,5.16,1.69,88.33,158.85,19.46,75.58,11.47,1.94,10.29,1.84,13.29,2.76,9.22,1.38,8.81,1.42,22.02,22.02
581,18,10,100,12,27,28,12,155,128,28,419,18,89,22,41,2.07,1.61,60.93,111.06,12.84,49.44,7.43,1.50,6.62,1.17,7.57,1.46,4.81,0.71,4.55,0.70,15.63,15.63
504,21,13,145,13,27,166,21,140,63,34,70,18,232,33,277,3.30,1.51,45.43,79.14,9.49,35.52,6.49,1.21,5.04,0.78,5.59,1.21,3.24,0.59,3.49,0.58,9.13,9.13
443,17,11,147,11,27,165,18,121,75,31,57,22,247,39,301,2.71,1.36,48.30,84.82,10.04,37.18,6.52,1.15,5.02,0.76,5.20,1.05,2.81,0.51,2.85,0.50,9.38,9.38
413,18,11,163,13,23,53,15,130,77,33,55,25,132,39,302,2.08,1.27,50.66,89.30,11.05,42.18,7.66,1.55,7.61,1.08,6.63,1.40,4.11,0.70,4.22,0.67,10.18,10.18
517,19,11,157,13,20,52,13,163,91,30,64,26,102,43,237,2.23,1.14,53.33,93.93,11.34,42.76,7.72,1.43,7.69,1.02,5.74,1.20,3.47,0.59,3.54,0.55,7.88,7.88
