Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Hf 
377,29,12,90,14,38,39,20,126,242,32,284,14,71,32,80,1.93,1.25,44.14,80.14,9.70,37.85,7.90,1.50,6.54,1.11,6.11,1.16,3.16,0.51,3.17,0.46,10.06,10.06
397,24,14,124,22,36,42,28,131,211,31,373,16,74,51,84,2.22,1.41,61.28,103.49,11.89,47.03,8.72,1.75,7.76,1.43,7.41,1.30,4.14,0.61,3.70,0.58,14.45,14.45
412,18,11,121,16,21,63,26,102,71,29,272,13,128,59,91,1.52,1.25,36.71,66.43,8.19,33.06,6.08,1.36,5.29,0.91,5.47,1.10,3.14,0.49,2.95,0.43,8.19,8.19
366,25,12,121,13,28,64,35,92,71,27,253,13,126,50,121,1.19,1.45,36.17,65.75,8.03,31.61,5.76,1.34,5.66,0.89,5.02,1.00,2.87,0.43,2.69,0.40,7.86,7.86
351,18,11,110,11,70,67,32,82,75,23,235,11,141,48,353,1.06,1.07,25.88,49.36,5.75,22.38,4.23,1.02,4.14,0.69,3.89,0.72,2.11,0.31,1.98,0.30,7.51,7.51
280,26,14,122,6,30,84,36,81,118,24,211,10,152,62,119,1.04,1.43,28.95,53.98,6.43,25.33,4.88,1.32,4.38,0.80,4.34,0.81,2.27,0.36,2.38,0.35,6.60,6.60
353,19,12,108,11,16,55,32,65,52,30,214,13,111,47,74,1.13,2.14,27.00,48.69,6.25,25.26,4.76,1.32,4.76,0.92,5.17,0.97,2.66,0.46,2.70,0.41,6.68,6.68
414,17,10,117,15,15,46,36,83,191,28,338,14,96,44,64,1.41,1.43,36.29,71.48,7.49,31.24,6.06,1.34,5.31,0.96,4.85,1.00,2.86,0.45,2.73,0.47,9.06,9.06
379,21,10,94,14,16,40,34,62,160,26,341,14,81,28,38,1.44,1.15,42.04,82.83,8.44,32.36,5.74,1.17,4.98,0.83,4.52,0.88,2.53,0.39,2.57,0.40,8.04,8.04
415,24,13,124,12,18,45,33,80,212,26,348,15,88,39,46,1.53,1.24,35.44,69.33,7.45,30.62,6.11,1.51,5.62,0.99,5.50,1.02,2.95,0.49,2.95,0.44,9.68,9.68
260,17,11,92,15,27,40,31,106,150,41,383,14,94,40,46,2.17,1.10,42.44,84.21,9.05,35.43,7.56,1.24,7.21,1.39,8.19,1.59,4.85,0.79,5.16,0.71,9.51,9.51
314,21,11,88,16,34,36,22,123,158,32,301,14,82,37,67,1.58,1.26,36.78,72.42,7.62,29.70,6.26,1.26,5.73,0.99,5.83,1.16,3.44,0.56,3.41,0.52,9.15,9.15
383,28,12,86,24,35,43,26,110,146,31,355,13,87,35,67,1.76,0.98,43.37,81.06,9.33,35.81,6.37,1.38,5.90,1.02,5.17,0.94,2.80,0.44,2.82,0.43,11.60,11.60
322,26,13,129,14,26,48,18,109,148,32,323,15,97,47,57,2.28,1.39,55.86,94.91,11.55,46.11,8.30,1.67,7.52,1.38,7.37,1.29,4.13,0.65,3.90,0.58,12.35,12.35
479,22,11,105,16,33,36,18,86,267,29,334,15,78,36,52,2.69,1.40,63.46,104.06,12.80,50.19,8.70,1.85,7.09,1.23,6.09,1.05,3.35,0.54,3.23,0.51,11.37,11.37
406,21,13,135,16,19,83,38,73,77,25,192,12,142,68,79,1.13,1.86,29.18,55.99,6.49,26.96,4.93,1.33,4.71,0.77,4.31,0.78,2.36,0.40,2.36,0.32,4.76,4.76
327,26,14,151,10,22,83,38,74,83,27,186,10,218,55,105,1.10,1.63,27.44,51.45,6.20,25.26,4.90,1.26,4.74,0.85,4.49,0.86,2.33,0.40,2.51,0.39,4.67,4.67
346,26,16,132,12,26,83,33,78,76,24,167,8,192,69,118,1.23,1.74,27.97,50.99,6.35,26.31,4.83,1.26,4.53,0.81,4.18,0.76,2.18,0.36,2.05,0.28,4.48,4.48
421,28,14,137,11,30,94,37,72,108,26,184,13,180,76,97,1.55,1.80,34.52,62.77,7.47,30.54,5.70,1.55,5.29,1.00,5.42,1.03,2.74,0.45,2.86,0.40,5.75,5.75
443,23,13,108,17,24,51,24,99,218,26,261,11,100,63,78,1.58,1.50,40.96,74.91,8.83,34.77,5.81,1.58,5.48,0.95,5.09,0.96,2.81,0.41,2.79,0.41,8.25,8.25
384,21,12,117,15,18,51,36,77,200,28,317,13,100,52,63,1.33,1.20,38.60,76.02,7.96,32.70,6.21,1.51,5.91,1.03,5.92,1.18,3.49,0.54,3.60,0.54,9.35,9.35
401,23,15,137,8,16,42,30,64,209,30,284,13,88,34,46,1.35,1.42,31.31,62.37,6.74,28.22,6.10,1.69,5.39,1.02,5.42,1.04,3.04,0.50,3.01,0.44,7.86,7.86
405,24,14,131,12,31,47,33,89,218,33,293,13,94,47,57,1.62,1.16,35.05,69.50,7.43,29.93,5.91,1.38,5.77,1.10,6.18,1.16,3.37,0.56,3.62,0.50,8.19,8.19
320,25,14,121,13,30,47,29,96,170,43,342,14,105,46,47,1.73,1.40,48.39,94.86,9.59,38.76,7.33,1.50,7.27,1.40,7.53,1.44,4.21,0.62,4.13,0.57,10.98,10.98
362,22,13,118,16,33,43,31,102,208,30,317,14,86,48,63,2.00,1.27,48.97,86.36,9.87,39.65,7.34,1.55,6.87,1.26,6.79,1.21,3.93,0.62,3.82,0.56,10.42,10.42
313,18,13,133,13,23,45,23,87,168,30,335,16,97,45,56,1.69,1.17,40.87,72.73,8.60,34.83,6.47,1.44,5.65,1.00,5.35,0.99,3.11,0.44,2.92,0.42,8.39,8.39
384,17,12,124,14,22,50,31,94,132,29,400,17,104,42,51,2.10,1.32,54.73,94.58,11.20,43.94,7.55,1.60,6.76,1.20,5.94,1.12,3.38,0.52,3.32,0.51,13.00,13.00
496,21,10,107,18,23,41,19,100,180,29,433,15,84,39,61,2.72,1.14,66.73,109.04,12.59,48.90,8.01,1.58,6.64,1.07,5.06,0.90,2.75,0.41,2.62,0.40,10.03,10.03
293,17,15,185,7,10,70,36,85,50,27,202,13,143,105,71,1.37,2.23,31.81,59.69,7.02,29.68,5.79,1.42,5.32,0.96,5.20,0.96,3.00,0.42,2.68,0.41,4.84,4.84
318,18,12,141,8,23,62,23,76,65,24,204,14,143,66,98,1.39,1.91,30.56,55.26,6.89,27.99,5.18,1.13,4.92,0.87,4.85,0.92,2.85,0.41,2.60,0.39,5.70,5.70
265,18,14,116,9,19,77,27,69,81,24,159,10,133,82,84,1.22,2.45,25.93,47.41,6.05,25.36,4.37,1.33,4.36,0.80,4.14,0.81,2.26,0.35,2.30,0.34,4.37,4.37
371,18,16,169,8,14,52,25,51,177,26,270,12,101,90,64,1.21,1.37,24.65,46.73,5.64,24.00,4.85,1.41,4.71,0.93,5.35,1.01,2.84,0.44,2.85,0.44,8.49,8.49
473,21,15,129,9,17,31,18,78,295,31,449,14,65,37,59,1.67,1.25,47.77,88.09,9.12,35.99,6.72,1.66,6.03,1.05,5.53,1.04,3.29,0.48,3.22,0.49,12.13,12.13
320,21,11,116,12,15,26,18,53,309,28,349,13,71,18,44,1.09,1.23,35.49,69.21,8.31,34.71,7.02,1.85,6.18,1.20,6.59,1.21,3.47,0.55,3.54,0.53,11.43,11.43
407,20,12,126,10,19,30,21,76,263,29,337,12,57,42,60,1.72,1.21,45.26,87.74,8.71,34.52,6.48,1.57,5.55,1.03,5.20,1.01,3.23,0.47,3.12,0.48,9.85,9.85
316,24,13,131,12,18,36,23,81,200,31,317,15,85,49,52,1.86,1.23,44.58,87.61,9.13,36.11,6.93,1.56,6.08,1.13,5.81,1.10,3.46,0.50,3.57,0.54,9.12,9.12
306,24,12,107,13,46,33,16,105,187,40,269,15,72,33,66,2.16,1.21,43.00,83.80,9.20,35.10,7.32,1.29,6.48,1.32,7.01,1.41,4.09,0.63,4.19,0.59,7.47,7.47
342,20,10,89,21,25,35,21,142,210,34,458,16,75,32,61,2.46,1.30,49.26,87.00,10.39,40.71,7.74,1.40,6.74,1.20,6.28,1.15,3.64,0.59,3.88,0.60,15.53,15.53
358,23,10,84,22,21,37,21,113,195,35,504,20,91,30,71,2.44,1.19,64.48,107.47,12.84,48.14,8.04,1.45,6.64,1.08,5.49,1.00,3.04,0.53,3.32,0.53,15.38,15.38
350,26,14,150,14,20,35,16,79,203,29,445,16,85,46,53,2.11,1.16,52.36,102.49,10.88,42.81,7.70,1.65,6.39,1.07,5.41,0.99,2.97,0.42,2.90,0.47,12.39,12.39
401,23,12,146,13,23,44,24,95,177,30,375,18,89,45,63,2.34,1.23,61.63,110.82,12.30,47.64,8.17,1.76,7.13,1.17,5.74,1.09,3.36,0.50,3.40,0.53,9.85,9.85
344,18,12,119,11,17,64,26,66,78,26,177,11,122,52,79,1.05,2.29,30.81,60.27,6.72,26.98,5.50,1.16,4.53,0.80,4.52,0.85,2.47,0.35,2.44,0.39,4.95,4.95
446,24,11,137,10,22,73,37,68,103,26,181,12,153,74,115,1.39,1.78,29.75,56.87,6.77,27.30,5.65,1.33,4.87,0.78,4.69,0.85,2.62,0.36,2.51,0.35,4.79,4.79
292,20,10,127,12,23,45,33,85,126,27,302,12,88,36,105,1.57,1.31,40.36,76.40,8.76,35.34,6.43,1.40,5.43,0.93,4.95,0.85,2.64,0.42,2.63,0.39,9.53,9.53
491,27,13,104,18,22,40,22,82,192,29,300,12,67,36,61,1.67,1.27,39.63,70.56,7.94,30.07,5.60,1.34,4.89,0.82,4.78,0.90,2.55,0.40,2.84,0.44,10.00,10.00
480,30,13,96,16,18,40,24,58,348,34,401,12,86,31,56,1.23,1.37,38.58,71.99,8.76,34.35,7.06,1.66,6.24,1.09,5.89,1.14,3.69,0.47,3.63,0.53,10.96,10.96
469,25,14,115,14,21,38,25,67,316,31,313,13,66,41,55,1.59,1.20,41.51,74.73,8.80,33.82,6.62,1.57,5.74,0.99,5.04,0.94,2.93,0.42,3.09,0.46,9.15,9.15
472,33,15,118,14,19,40,27,72,352,33,517,12,72,36,60,1.31,1.43,42.74,80.41,9.19,37.01,7.09,1.69,6.37,1.07,5.78,1.14,3.73,0.52,3.55,0.61,15.45,15.45
372,31,12,101,11,17,43,26,59,272,33,361,12,73,42,61,1.41,1.20,33.03,65.18,7.85,31.33,7.03,1.58,6.05,1.00,5.48,1.05,3.22,0.45,3.04,0.48,11.12,11.12
409,27,11,84,16,31,37,18,105,243,41,338,15,75,32,58,1.65,1.16,40.88,78.05,8.71,35.74,7.34,1.36,6.45,1.20,6.95,1.39,4.27,0.58,4.19,0.63,10.07,10.07
367,22,10,111,17,25,47,15,103,202,30,375,17,111,37,49,1.89,1.19,47.93,91.29,9.70,38.03,6.95,1.52,5.97,1.03,5.39,0.99,3.03,0.44,2.90,0.45,9.54,9.54
526,19,12,113,18,31,42,18,106,231,28,396,17,84,44,63,2.00,1.10,58.15,105.94,11.58,44.77,7.66,1.76,6.25,1.03,5.02,0.92,2.82,0.43,2.86,0.41,11.36,11.36
468,22,10,98,21,22,37,17,98,236,29,398,17,81,30,49,2.23,1.19,57.27,112.84,11.51,45.09,7.94,1.67,6.38,1.03,4.99,0.93,2.83,0.43,2.87,0.44,9.97,9.97
476,19,13,174,11,22,57,31,84,140,32,330,18,109,65,72,1.66,1.23,41.05,76.09,8.89,35.23,7.05,1.66,5.74,0.97,5.03,1.02,3.06,0.42,2.93,0.47,8.61,8.61
512,32,14,121,10,32,68,32,58,138,49,369,16,113,124,124,1.51,1.51,34.76,71.40,9.00,39.30,8.60,2.13,7.98,1.55,9.14,1.78,5.33,0.70,5.58,0.91,11.15,11.15
661,26,17,158,9,30,142,40,70,134,26,167,12,221,143,134,1.42,1.40,31.25,56.81,6.85,28.39,5.28,1.51,5.31,0.88,4.90,0.91,2.61,0.37,2.55,0.35,4.80,4.80
618,32,13,116,15,24,38,27,53,179,27,244,11,64,57,88,1.37,1.22,36.47,67.98,7.22,29.06,5.32,1.50,5.27,0.89,4.53,0.90,2.61,0.38,2.50,0.39,6.72,6.72
591,28,17,143,11,14,50,32,57,290,34,348,12,79,73,91,1.33,1.32,56.71,107.21,11.15,42.48,7.40,2.12,7.30,1.19,6.38,1.24,3.68,0.47,3.26,0.53,10.24,10.24
395,34,15,106,11,20,34,23,56,474,46,577,14,70,33,56,1.34,1.60,42.49,86.98,9.74,41.82,8.91,2.27,8.58,1.60,9.19,1.73,4.97,0.68,4.79,0.68,16.74,16.74
515,28,13,109,16,22,39,29,84,326,29,390,14,69,34,71,1.55,1.35,43.61,82.89,9.52,36.01,6.37,1.78,5.79,1.06,5.58,1.03,2.82,0.43,3.12,0.44,11.62,11.62
266,27,14,135,17,18,50,31,55,163,31,233,16,105,58,59,1.92,1.15,34.70,62.05,7.08,27.98,5.39,1.36,5.24,0.99,5.46,1.06,3.05,0.45,2.97,0.44,6.21,6.21
239,30,12,90,26,14,38,28,69,106,29,250,18,64,69,43,2.05,1.18,41.80,72.71,7.98,29.94,5.12,1.17,5.20,0.87,4.80,0.86,2.56,0.36,2.69,0.38,6.67,6.67
325,27,12,82,20,28,38,23,78,179,32,282,15,74,122,52,1.94,0.97,33.50,60.98,6.80,26.83,4.64,1.20,4.68,0.91,5.49,0.99,2.89,0.43,2.90,0.45,6.84,6.84
482,36,15,129,18,27,55,23,88,267,36,349,13,106,46,73,1.84,1.29,44.00,76.13,9.01,35.80,6.60,1.80,6.22,1.07,5.64,1.08,3.07,0.45,3.09,0.47,9.65,9.65
331,30,12,79,28,32,40,18,140,206,45,345,19,71,33,65,2.36,1.04,60.06,109.13,13.70,51.41,9.41,1.77,8.64,1.44,7.87,1.49,4.22,0.67,4.39,0.63,13.56,13.56
382,16,11,92,20,27,32,14,115,230,29,381,17,65,25,47,2.50,1.13,58.82,99.07,12.04,44.81,7.75,1.54,6.72,1.16,5.78,1.07,3.18,0.50,3.46,0.55,12.10,12.10
439,18,11,102,12,20,28,13,100,194,26,285,15,52,30,54,1.81,1.03,43.39,74.84,8.91,33.88,5.87,1.33,5.26,0.91,4.82,0.91,2.74,0.41,2.86,0.44,8.03,8.03
625,31,13,113,12,25,52,25,90,175,33,187,12,92,87,100,2.01,1.28,37.31,73.19,7.90,32.63,6.50,1.53,5.47,1.00,5.82,1.08,3.55,0.52,3.25,0.48,6.78,6.78
545,24,12,88,15,18,46,26,76,121,25,264,14,82,59,79,1.83,1.36,39.14,70.97,7.94,31.84,5.74,1.39,4.92,0.78,4.24,0.73,2.27,0.35,2.22,0.36,8.41,8.41
588,33,15,121,15,13,54,27,65,236,35,579,17,93,49,84,1.65,1.48,65.05,124.47,13.96,54.38,9.68,2.12,7.97,1.28,6.62,1.20,3.87,0.56,3.55,0.55,19.71,19.71
589,33,13,118,15,14,54,33,83,328,35,476,16,97,51,90,1.84,1.34,54.26,109.67,11.02,44.60,8.13,1.76,6.95,1.15,6.24,1.13,3.44,0.50,3.28,0.49,15.83,15.83
371,24,13,133,9,24,69,30,121,220,33,347,16,141,53,98,1.56,1.27,44.05,80.62,9.52,37.92,7.56,1.59,6.80,1.26,6.43,1.23,3.69,0.56,3.50,0.53,11.76,11.76
470,30,10,86,32,33,38,18,155,207,34,407,17,73,35,80,1.70,1.08,55.79,106.24,10.91,41.11,7.40,1.41,6.13,1.02,5.26,0.94,2.79,0.42,2.61,0.41,11.70,11.70
420,35,13,94,26,26,50,33,133,246,32,506,17,93,34,61,1.77,1.41,70.18,123.49,14.64,53.83,9.25,1.77,7.47,1.21,6.36,1.08,3.39,0.50,3.18,0.51,15.72,15.72
582,29,13,91,19,23,112,34,143,200,33,404,14,242,54,91,1.71,1.49,54.76,99.03,10.90,42.70,7.97,1.53,6.61,1.10,5.75,1.06,3.23,0.48,2.92,0.46,12.98,12.98
357,26,12,92,17,21,40,26,69,276,28,350,14,64,41,49,2.23,1.43,40.09,74.38,8.30,32.59,6.03,1.40,5.21,0.91,4.92,0.91,2.79,0.41,2.72,0.43,10.73,10.73
543,29,15,119,16,25,44,29,79,289,33,417,15,92,41,70,2.30,1.51,36.26,69.37,7.69,31.74,6.31,1.70,5.67,1.02,5.62,1.03,3.22,0.50,3.10,0.46,13.46,13.46
340,30,9,39,40,17,25,20,151,132,32,448,24,52,18,46,2.44,1.17,43.16,78.54,8.71,32.77,6.00,1.01,5.39,0.98,5.37,1.03,3.25,0.53,3.64,0.61,15.10,15.10
282,22,11,104,25,17,37,18,65,123,29,357,18,66,25,55,1.88,1.05,45.51,84.19,9.97,38.64,6.70,1.27,5.99,1.01,5.30,0.92,2.93,0.43,2.97,0.46,12.14,12.14
681,21,10,71,18,29,27,15,100,136,23,277,14,49,40,53,1.83,1.02,43.26,71.32,8.07,30.51,5.16,1.22,4.50,0.73,3.81,0.71,2.17,0.32,2.28,0.37,8.09,8.09
559,27,12,121,11,27,37,30,95,178,29,256,13,62,52,75,1.93,1.41,39.50,69.90,8.23,31.99,5.94,1.48,5.36,1.00,5.22,0.97,3.05,0.48,3.15,0.49,7.89,7.89
428,24,16,141,12,18,57,30,56,271,34,504,12,107,48,74,1.62,1.41,35.13,62.78,7.65,32.52,6.65,1.81,6.47,1.16,6.51,1.15,3.46,0.51,3.34,0.52,20.34,20.34
409,22,12,100,13,22,58,33,132,187,32,321,16,130,48,125,1.80,1.29,60.10,104.71,11.88,45.87,7.84,1.73,7.11,1.21,6.12,1.14,3.40,0.51,3.20,0.48,10.63,10.63
456,36,16,130,11,22,56,29,59,282,36,458,14,97,79,82,1.38,1.28,42.02,77.63,8.53,34.49,6.85,1.54,6.23,1.16,6.25,1.12,3.37,0.50,3.38,0.53,18.19,18.19
387,24,13,120,18,21,43,29,116,201,34,355,16,98,45,75,1.49,1.22,44.30,81.58,9.24,36.49,6.88,1.52,6.36,1.13,6.02,1.09,3.30,0.52,3.28,0.51,12.58,12.58
327,21,12,114,13,19,51,26,120,254,33,437,16,105,46,84,1.68,1.31,51.50,88.79,10.38,40.37,7.33,1.70,6.72,1.22,6.34,1.12,3.43,0.53,3.28,0.51,16.25,16.25
315,25,12,87,25,34,32,22,158,148,25,280,13,52,35,79,1.73,0.99,76.91,129.90,14.15,50.57,7.71,1.30,6.51,1.02,4.86,0.87,2.68,0.38,2.46,0.36,7.92,7.92
339,25,11,101,10,32,45,26,130,197,31,241,16,87,50,85,2.15,1.25,28.36,56.60,6.15,24.43,5.11,1.16,5.05,1.02,5.56,1.05,3.26,0.56,3.53,0.54,7.90,7.90
328,26,14,119,16,31,45,27,96,211,47,333,13,106,50,86,2.01,1.24,33.60,63.20,7.40,29.96,6.51,1.35,6.60,1.42,8.19,1.61,5.04,0.81,4.95,0.71,12.01,12.01
333,30,12,117,12,23,41,30,109,173,49,264,16,80,55,87,1.92,1.24,35.96,66.39,7.96,31.20,6.78,1.26,6.52,1.38,7.88,1.52,4.61,0.74,4.53,0.69,8.21,8.21
400,29,12,60,54,17,31,16,138,221,42,684,28,59,29,66,3.09,1.11,59.73,104.56,11.87,44.14,7.84,1.25,7.06,1.16,5.84,1.10,3.48,0.55,4.09,0.66,19.97,19.97
229,21,8,62,37,16,25,19,117,114,31,390,22,50,24,64,2.61,0.85,60.03,98.28,11.72,44.24,7.95,1.33,6.72,1.07,5.34,1.03,3.20,0.50,3.25,0.51,11.63,11.63
216,22,11,116,29,22,31,18,134,142,34,377,17,68,44,83,3.00,1.23,61.75,95.51,12.02,45.60,8.24,1.49,7.02,1.19,6.19,1.17,3.59,0.60,3.88,0.63,12.44,12.44
513,24,12,130,16,28,31,23,119,169,34,218,17,58,68,100,1.98,1.30,55.15,99.97,10.84,42.23,7.80,1.82,6.72,1.19,6.37,1.18,3.74,0.58,3.79,0.57,6.90,6.90
309,19,11,105,16,26,38,21,123,277,32,538,14,74,37,79,1.44,1.08,60.79,107.82,12.13,47.24,8.82,1.91,7.38,1.31,6.54,1.21,3.57,0.59,3.52,0.52,17.53,17.53
269,25,10,111,14,29,36,24,139,249,36,389,17,89,35,82,1.63,1.10,50.62,90.95,10.27,41.14,7.82,1.81,6.85,1.19,6.45,1.21,3.60,0.54,3.37,0.48,11.85,11.85
286,28,13,175,11,19,59,32,54,268,31,371,18,115,64,88,1.44,1.32,53.95,93.44,10.98,43.51,8.26,1.90,6.58,1.13,5.85,1.04,3.22,0.49,3.05,0.49,12.70,12.70
305,28,12,102,28,30,27,22,151,174,26,318,13,59,35,68,1.63,1.12,48.06,80.66,9.36,36.07,6.74,1.55,5.76,0.96,5.08,0.92,2.77,0.41,2.59,0.40,9.99,9.99
299,33,14,133,14,22,46,32,101,306,32,484,10,92,45,98,2.21,1.15,55.52,97.71,11.39,46.06,8.85,1.99,7.30,1.22,6.14,1.10,3.22,0.49,2.94,0.44,17.25,17.25
303,29,13,120,20,27,49,31,106,228,32,502,12,96,49,84,1.35,1.11,50.69,91.26,10.77,43.77,8.95,1.88,7.54,1.25,6.31,1.11,3.26,0.52,3.06,0.49,16.55,16.55
390,26,14,138,13,25,56,31,75,249,32,361,14,127,47,76,1.34,1.43,47.47,84.05,9.53,38.73,7.11,1.79,6.20,1.05,5.70,1.06,3.35,0.52,3.24,0.50,12.31,12.31
391,25,13,138,10,23,66,30,89,216,33,364,15,142,62,97,1.47,1.28,42.73,74.41,8.82,35.72,7.23,1.81,5.94,1.03,5.67,1.05,3.11,0.49,3.13,0.50,11.94,11.94
446,20,11,88,14,24,37,16,99,210,28,315,14,73,31,84,2.24,0.97,52.10,85.55,9.89,38.21,6.87,1.53,5.35,0.88,4.40,0.79,2.44,0.38,2.45,0.36,9.42,9.42
561,21,11,109,19,27,33,26,94,257,29,669,17,70,35,74,2.05,1.15,54.51,97.87,11.14,42.57,7.68,1.62,6.44,1.00,5.10,0.93,2.91,0.44,3.19,0.48,21.26,21.26
561,24,10,75,15,26,33,20,75,202,22,326,11,51,27,71,1.38,0.96,35.20,62.56,6.84,26.20,4.47,1.08,4.03,0.64,3.16,0.59,1.67,0.27,1.82,0.29,9.98,9.98
385,24,12,133,15,25,44,27,91,171,32,364,16,94,59,85,1.91,1.23,54.50,93.01,11.13,42.76,7.31,1.62,6.36,1.01,5.27,0.95,2.94,0.44,3.10,0.44,10.61,10.61
426,30,14,125,15,24,39,28,102,234,31,369,17,74,51,87,1.72,1.44,63.32,112.66,12.52,48.44,8.70,1.71,7.61,1.24,6.49,1.20,3.41,0.49,3.12,0.46,13.56,13.56
276,22,12,107,24,26,33,20,158,159,26,328,13,68,40,66,1.74,1.21,64.17,109.78,12.33,46.66,8.02,1.51,6.94,1.07,5.83,1.06,3.18,0.47,3.20,0.41,11.29,11.29
295,26,11,104,20,30,39,22,162,187,31,346,15,83,40,79,1.94,1.18,43.84,78.12,9.06,35.17,6.95,1.55,5.97,1.05,5.96,1.12,3.51,0.51,3.57,0.50,11.03,11.03
295,27,12,99,21,26,38,28,143,235,28,426,14,73,42,92,1.67,1.20,57.82,108.66,12.14,46.27,9.33,1.53,7.43,1.18,5.68,0.99,2.91,0.41,2.86,0.40,13.87,13.87
294,24,13,100,23,30,32,17,123,295,32,478,11,62,44,80,1.42,1.13,67.31,115.05,13.38,51.86,9.44,1.97,7.94,1.25,6.38,1.14,3.38,0.48,3.10,0.46,16.51,16.51
401,24,13,129,13,24,60,28,128,192,44,642,22,121,54,92,1.42,1.29,53.70,99.83,11.61,47.69,9.63,2.03,8.70,1.53,8.35,1.50,4.59,0.69,4.84,0.69,22.26,22.26
331,27,12,110,21,27,50,25,133,182,29,403,15,109,46,76,1.36,1.16,67.84,115.14,13.65,51.20,9.20,1.60,7.74,1.18,5.92,1.04,3.10,0.44,2.95,0.42,14.56,14.56
332,24,11,106,24,26,42,20,141,204,27,500,13,96,47,94,1.41,1.14,59.50,103.24,11.70,44.80,7.92,1.71,6.46,0.99,4.90,0.87,2.73,0.41,2.76,0.39,15.57,15.57
396,22,11,123,12,24,64,25,115,214,30,426,16,151,56,100,1.41,1.26,45.82,80.60,9.53,38.10,7.39,1.70,6.52,1.07,5.63,1.04,3.17,0.47,3.25,0.45,13.91,13.91
495,19,10,95,12,31,47,20,91,311,29,425,13,96,35,88,1.97,1.13,53.93,94.13,10.73,42.07,7.30,1.83,6.60,1.03,5.29,0.97,2.87,0.47,2.89,0.46,14.75,14.75
354,27,11,112,20,36,42,18,101,215,32,323,14,87,41,94,1.88,1.15,58.71,98.92,11.49,43.07,7.83,1.62,7.04,1.13,5.78,1.02,3.07,0.47,2.86,0.43,10.64,10.64
474,22,10,99,13,30,32,19,97,156,24,421,11,59,68,90,1.55,0.90,48.58,80.45,10.24,39.67,6.99,1.66,5.84,0.87,4.41,0.78,2.42,0.38,2.52,0.37,13.27,13.27
510,19,11,111,14,22,31,18,88,149,28,493,12,70,49,87,1.42,0.91,42.05,77.40,8.96,35.79,6.59,1.68,5.61,0.86,4.55,0.81,2.51,0.39,2.72,0.39,15.60,15.60
344,29,14,152,14,27,53,25,125,272,36,486,13,103,57,101,1.53,1.19,56.36,99.52,12.07,48.67,9.60,2.08,8.90,1.58,9.09,1.77,5.66,0.90,5.86,0.83,19.43,19.43
255,24,14,132,14,32,49,27,114,205,33,303,11,97,64,104,1.41,1.07,40.40,72.76,9.00,37.41,7.94,1.83,7.17,1.19,6.16,1.09,3.06,0.47,2.86,0.42,10.66,10.66
237,28,11,118,23,21,39,23,90,174,33,328,14,83,51,81,1.66,1.14,52.08,86.91,10.57,41.31,8.17,1.73,6.94,1.16,5.87,1.10,3.12,0.49,3.06,0.46,11.38,11.38
186,18,10,97,29,20,37,19,63,94,33,324,19,81,80,55,1.75,0.92,64.32,102.29,12.19,45.12,7.55,1.41,6.60,1.04,5.22,0.91,2.86,0.42,2.76,0.41,8.33,8.33
316,26,14,141,12,18,54,23,65,311,31,618,11,98,64,99,1.28,1.05,52.19,99.10,11.38,45.90,8.76,2.11,7.45,1.18,6.08,1.03,3.20,0.46,2.97,0.44,21.59,21.59
377,26,13,156,11,21,72,29,94,213,38,593,15,150,57,112,1.31,1.21,61.81,104.68,12.52,49.28,8.78,2.05,7.83,1.22,6.38,1.20,3.75,0.57,3.92,0.56,18.72,18.72
376,24,13,120,12,17,64,30,87,317,35,679,14,118,53,102,1.44,1.09,54.00,97.92,11.79,48.90,9.26,2.16,8.08,1.32,6.91,1.23,3.81,0.58,3.73,0.56,24.04,24.04
277,26,14,124,13,21,71,28,82,291,34,735,17,152,55,85,1.44,1.18,56.06,99.56,11.70,47.95,8.98,2.47,7.75,1.26,6.66,1.18,3.61,0.59,3.80,0.60,26.75,26.75
395,25,11,95,34,38,36,21,140,203,25,282,12,67,48,96,1.68,1.11,64.59,104.34,12.37,45.15,7.88,1.52,6.87,1.02,5.11,0.92,2.64,0.38,2.29,0.37,8.71,8.71
404,28,10,96,20,52,29,16,123,257,33,300,15,65,36,103,1.67,1.18,56.44,93.31,11.14,41.92,7.93,1.42,7.20,1.11,5.88,1.03,3.06,0.44,2.58,0.41,11.12,11.12
279,27,11,120,33,34,33,20,131,204,31,335,14,74,41,89,1.60,1.16,63.59,109.28,12.60,46.96,8.81,1.59,7.95,1.25,6.61,1.19,3.42,0.51,3.06,0.48,10.91,10.91
382,23,10,120,17,27,44,27,114,181,32,425,16,83,61,94,1.81,1.19,59.48,103.06,12.01,45.58,7.93,1.63,7.01,1.09,5.44,1.03,3.07,0.44,2.83,0.47,13.49,13.49
224,25,12,102,38,37,28,15,184,139,38,295,15,66,33,87,2.06,1.20,81.58,133.75,15.30,55.37,9.43,1.44,8.44,1.33,6.92,1.29,3.98,0.58,3.53,0.56,9.69,9.69
424,24,14,143,11,22,52,24,89,228,31,243,12,130,72,104,1.36,1.23,45.79,80.33,9.58,38.60,7.41,1.71,6.98,1.09,5.93,1.11,3.20,0.46,2.89,0.47,7.96,7.96
