BP1.tif,BP2.tif,BP3.tif,BP4.tif,BP5.tif,BP6.tif,BP7.tif,BP8.tif,BP9.tif,BP10.tif,BP11.tif,BP12.tif,BP13.tif,BP14.tif,BP15.tif,BP16.tif,Label
0.0,203.10553,79.081985,193.67206,128.2569,112.62548,231.60963,82.68418,140.22652,160.9711,83.78761,109.539566,75.510994,30.293242,86.079666,119.72054,0
204.0,171.0592,63.517242,182.31425,91.71568,79.252365,229.8827,86.253944,163.27483,149.41748,99.12167,116.55942,53.820065,32.866226,88.30032,135.15916,0
136.0,195.5702,52.01,209.54253,131.36716,98.03121,233.6786,81.90872,144.7888,164.75671,77.95181,92.99159,57.720554,19.785686,89.71548,143.07333,0
85.0,223.42717,44.72002,182.75233,75.14731,78.04437,233.12695,84.81146,157.39664,159.46182,83.123535,107.86127,73.89201,29.740599,85.12791,119.35191,0
153.0,43.424934,49.035496,193.14963,132.24689,125.574394,235.19395,68.95149,113.117584,159.03658,112.50083,119.877235,82.244484,35.198837,94.94333,117.18864,0
85.0,196.5486,188.84544,179.61928,138.78516,127.39057,238.51904,89.91217,80.22216,171.80154,85.72067,142.1728,111.6755,27.763063,86.78978,152.01102,0
204.0,221.2483,105.01543,188.28198,138.34602,94.31631,231.16515,76.4916,103.59265,152.80641,95.40113,126.12973,78.27764,39.572308,86.8431,126.03738,0
153.0,5.1,0.0,204.96428,149.45279,118.77221,232.44073,86.0585,72.81222,151.85126,105.01569,127.23229,76.52692,27.455513,99.14287,119.419235,0
204.0,0.0,0.0,200.06068,153.93982,119.99069,231.3147,88.86183,108.874,152.96542,91.79645,111.912605,64.13931,28.711014,93.163536,113.91932,0
204.0,0.0,147.30283,191.4465,163.35207,125.33095,226.84398,76.192986,96.974075,143.50397,86.07643,88.14981,58.389072,22.894203,79.7943,112.43534,0
153.0,244.70702,54.823353,193.9973,171.96616,160.99622,228.87404,76.05798,186.16034,164.63512,96.44316,123.474884,79.28516,43.594246,96.29372,114.45304,0
153.0,93.51932,107.35604,200.78172,151.39348,132.01875,232.91637,75.95065,154.98813,155.46495,79.28399,110.07391,57.411606,30.822344,81.97314,103.134384,0
153.0,117.21683,71.723076,198.03395,139.17328,64.653305,239.88382,86.15627,79.31081,169.46696,81.62249,130.68382,89.499794,25.324108,87.361664,130.42674,0
153.0,19.420221,33.48612,202.29858,136.68831,104.86501,231.5838,73.54867,66.24056,126.164406,92.6666,97.60193,54.23062,34.47058,78.087425,120.21015,0
153.0,37.908478,51.898746,202.56895,127.38361,99.4604,230.37393,82.19049,159.14375,166.1781,75.79176,95.70077,70.8893,32.434,81.85004,96.22654,0
85.0,24.05665,34.0,187.83502,91.38443,127.38809,233.43153,81.15088,147.55745,152.79271,73.1847,96.62977,68.28759,26.262234,76.26434,94.652306,0
204.0,25.114588,243.7589,207.46732,154.16692,92.052795,236.59576,75.718475,112.854935,152.1565,95.57886,122.19818,81.30413,38.55839,89.55052,132.70547,0
238.0,21.637466,37.4,202.85625,148.52922,113.6931,231.77388,78.33305,148.5676,169.50073,71.63564,88.69818,57.208664,30.744242,74.93032,90.382835,0
153.0,0.0,96.76569,198.57335,160.28195,130.62836,227.20425,77.51622,50.202824,140.40146,86.00816,106.23166,61.707623,33.415676,79.058304,116.16109,0
153.0,133.86893,0.0,201.98099,186.465,123.094086,232.36205,74.11425,139.14449,150.82085,91.340614,110.70979,65.55894,28.940775,89.398735,113.24384,0
153.0,0.0,78.495094,206.14267,168.06897,110.54214,233.02184,81.649086,131.35825,174.54918,66.763596,120.07266,88.16782,25.117641,81.26568,129.25496,0
153.0,128.94531,230.84975,213.26802,139.15392,75.88751,237.30902,76.40421,92.0718,145.42894,96.03914,109.27475,63.13277,37.17567,86.35429,121.795364,0
153.0,31.95141,103.40697,212.68256,178.50323,129.56055,234.93607,89.100334,244.17337,184.80072,103.26445,115.89119,101.165924,45.220802,108.83067,125.48487,0
255.0,75.688194,71.723076,187.69739,90.502525,132.36269,228.27094,82.50936,171.21051,165.35677,66.52454,96.487305,54.812122,26.968716,76.54872,86.60223,0
153.0,27.46434,141.70294,207.39636,138.01732,111.27747,231.11217,73.26418,66.54095,121.79496,91.32684,98.33459,51.257233,30.858942,77.76755,115.47205,0
153.0,74.125656,250.51794,198.7602,163.6951,119.033806,231.52974,76.289185,96.51797,142.99733,95.271706,113.82079,65.80117,36.239174,85.37365,123.56502,0
153.0,14.868926,83.628944,218.3342,169.38379,154.73643,232.31175,81.86324,246.39906,150.4037,99.104866,93.710495,77.13084,36.814938,92.11257,120.265724,0
153.0,181.55212,48.083263,212.46568,165.38574,95.75357,232.39761,72.15968,166.36293,179.88428,85.4932,135.6103,103.82883,34.987816,93.92695,124.513176,0
0.0,91.8,0.0,109.603485,79.62331,72.77177,130.38321,78.64707,169.04677,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0
153.0,0.0,144.56999,212.80882,175.63762,103.02697,231.8759,81.89049,78.16709,185.42522,75.16418,129.84856,93.42487,22.348124,83.65878,133.07123,0
0.0,213.25685,165.59082,198.55048,118.77658,76.51099,234.52391,85.21264,158.6964,166.73398,86.22014,117.57817,84.79125,32.52319,87.73271,124.082115,0
238.0,158.12057,96.646164,203.51793,161.77536,93.83116,231.14722,75.715515,144.09482,157.39232,87.18467,114.81598,71.05808,40.219532,90.109634,127.09236,0
204.0,215.72758,56.587276,187.0359,118.52047,105.151306,230.82295,127.89017,161.8001,168.26714,91.49269,119.4613,88.82829,31.685617,85.96822,131.33775,0
153.0,0.0,35.497044,204.62163,156.12753,109.81474,230.36609,81.79672,134.38066,173.56366,73.19194,109.34474,81.556625,26.655113,82.77092,125.755615,0
153.0,25.5,0.0,197.93623,179.10287,129.21672,228.833,81.17989,109.27734,149.90837,83.72116,114.95965,54.45988,41.72022,95.349045,106.6418,0
136.0,106.12413,24.041632,210.4989,143.83939,102.25925,230.28188,81.05235,137.14519,148.82765,76.036934,89.02287,50.58318,23.85909,83.56549,125.61647,0
85.0,23.509838,0.0,202.62854,132.13527,127.208374,230.00296,70.81154,148.44012,153.4807,89.262665,100.39418,52.713768,25.190826,96.66942,125.253624,0
204.0,0.0,136.0,222.91733,157.14816,128.19524,234.15355,77.050095,188.7706,156.95782,97.4053,97.70128,74.416245,41.165447,95.01066,104.88684,0
136.0,9.194156,85.0,189.42525,81.14278,86.58428,230.59726,87.829445,175.9713,157.75732,80.20046,99.93062,65.466225,26.551712,83.96451,118.51484,0
153.0,50.29386,200.71523,197.22691,154.64198,109.193886,225.84854,81.56394,143.99207,160.0047,68.77686,83.03788,57.11167,32.358814,73.32619,84.638336,0
204.0,60.45167,0.0,200.91788,115.52778,61.355717,233.02802,92.80726,146.09601,164.1396,84.971725,114.12877,80.95226,31.532604,86.79314,121.88347,0
153.0,25.243713,71.48091,202.9888,126.65778,81.266235,233.46494,82.46149,182.76112,154.3997,61.651817,87.20635,39.397915,24.531631,64.7035,78.43405,0
204.0,5.7019734,148.51424,199.58723,170.03304,106.75731,237.226,76.87776,121.3301,148.1039,103.6433,121.472015,75.795845,34.389526,89.796936,126.53176,0
